Player,2010-2011
,Player,"
							2010/11						","
							2010/11(*)						"
"
						128.
					","

								Francisco Garcia							
","
							$5,500,000						","
							$6,505,097						"
"
						130.
					","

								Sasha Vujacic							
","
							$5,475,113						","
							$6,475,662						"
"
						131.
					","

								Al Horford							
","
							$5,444,857						","
							$6,439,877						"
"
						132.
					","

								Blake Griffin							
","
							$5,357,280						","
							$6,336,295						"
"
						133.
					","

								Mickael Pietrus							
","
							$5,300,000						","
							$6,268,548						"
"
						134.
					","

								Luke Walton							
","
							$5,260,000						","
							$6,221,238						"
"
						135.
					","

								Channing Frye							
","
							$5,200,000						","
							$6,150,273						"
"
						136.
					","

								John Wall							
","
							$5,144,280						","
							$6,084,371						"
"
						137.
					","

								Reggie Evans							
","
							$5,080,000						","
							$6,008,344						"
"
						138.
					","

								Kyle Korver							
","
							$5,000,000						","
							$5,913,724						"
"
						138.
					","

								Jason Maxiell							
","
							$5,000,000						","
							$5,913,724						"
"
						138.
					","

								Mike Miller							
","
							$5,000,000						","
							$5,913,724						"
"
						138.
					","

								Louis Williams							
","
							$5,000,000						","
							$5,913,724						"
"
						138.
					","

								Amir Johnson							
","
							$5,000,000						","
							$5,913,724						"
"
						143.
					","

								Linas Kleiza							
","
							$4,995,000						","
							$5,907,810						"
"
						144.
					","

								Michael Beasley							
","
							$4,962,240						","
							$5,869,064						"
"
						145.
					","

								Mike Conley							
","
							$4,913,007						","
							$5,810,834						"
"
						146.
					","

								Antonio McDyess							
","
							$4,860,000						","
							$5,748,140						"
"
						147.
					","

								Marcus Banks							
","
							$4,847,586						","
							$5,733,457						"
"
						148.
					","

								Darius Songaila							
","
							$4,818,000						","
							$5,698,465						"
"
						149.
					","

								Martell Webster							
","
							$4,800,000						","
							$5,677,175						"
"
						150.
					","

								Hasheem Thabeet							
","
							$4,793,280						","
							$5,669,227						"
"
						151.
					","

								Ronnie Brewer							
","
							$4,790,000						","
							$5,665,348						"
"
						152.
					","

								Kendrick Perkins							
","
							$4,640,208						","
							$5,488,182						"
"
						153.
					","

								Evan Turner							
","
							$4,602,720						","
							$5,443,843						"
"
						154.
					","

								Jarrett Jack							
","
							$4,600,000						","
							$5,440,626						"
"
						155.
					","

								Chris Andersen							
","
							$4,533,300						","
							$5,361,737						"
"
						156.
					","

								OJ Mayo							
","
							$4,456,200						","
							$5,270,547						"
"
						157.
					","

								Jeff Green							
","
							$4,455,988						","
							$5,270,297						"
"
						158.
					","

								Charlie Bell							
","
							$4,447,792						","
							$5,260,603						"
"
						159.
					","

								Brad Miller							
","
							$4,400,000						","
							$5,204,077						"
"
						160.
					","

								Darko Milicic							
","
							$4,325,000						","
							$5,115,371						"
"
						161.
					","

								James Harden							
","
							$4,304,520						","
							$5,091,149						"
"
						162.
					","

								Matt Carroll							
","
							$4,300,000						","
							$5,085,803						"
"
						163.
					","

								Zaza Pachulia							
","
							$4,251,250						","
							$5,028,144						"
"
						164.
					","

								Randy Foye							
","
							$4,250,000						","
							$5,026,665						"
"
						164.
					","

								Hakim Warrick							
","
							$4,250,000						","
							$5,026,665						"
"
						166.
					","

								Nate Robinson							
","
							$4,200,000						","
							$4,967,528						"
"
						167.
					","

								DeShawn Stevenson							
","
							$4,151,786						","
							$4,910,503						"
"
						168.
					","

								Derrick Favors							
","
							$4,133,280						","
							$4,888,615						"
"
						169.
					","

								Yi Jianlian							
","
							$4,050,499						","
							$4,790,707						"
"
						170.
					","

								Russell Westbrook							
","
							$4,017,720						","
							$4,751,937						"
"
						171.
					","

								Daniel Gibson							
","
							$4,015,334						","
							$4,749,115						"
"
						172.
					","

								Anthony Morrow							
","
							$4,000,000						","
							$4,730,979						"
"
						172.
					","

								Ryan Gomes							
","
							$4,000,000						","
							$4,730,979						"
"
						172.
					","

								Steve Blake							
","
							$4,000,000						","
							$4,730,979						"
"
						172.
					","

								Nikola Pekovic							
","
							$4,000,000						","
							$4,730,979						"
"
						172.
					","

								Luke Ridnour							
","
							$4,000,000						","
							$4,730,979						"
"
						172.
					","

								Ronny Turiaf							
","
							$4,000,000						","
							$4,730,979						"
"
						172.
					","

								Brandon Bass							
","
							$4,000,000						","
							$4,730,979						"
"
						179.
					","

								Willie Green							
","
							$3,976,000						","
							$4,702,593						"
"
						180.
					","

								Ramon Sessions							
","
							$3,964,320						","
							$4,688,779						"
"
						181.
					","

								Tyreke Evans							
","
							$3,880,920						","
							$4,590,138						"
"
						182.
					","

								Jordan Farmar							
","
							$3,750,000						","
							$4,435,293						"
"
						183.
					","

								Wesley Johnson							
","
							$3,726,600						","
							$4,407,617						"
"
						184.
					","

								Corey Brewer							
","
							$3,703,472						","
							$4,380,262						"
"
						185.
					","

								Derek Fisher							
","
							$3,700,000						","
							$4,376,156						"
"
						185.
					","

								CJ Miles							
","
							$3,700,000						","
							$4,376,156						"
"
						187.
					","

								Kevin Love							
","
							$3,638,280						","
							$4,303,157						"
"
						188.
					","

								Timofey Mozgov							
","
							$3,567,096						","
							$4,218,964						"
"
						189.
					","

								Shaun Livingston							
","
							$3,500,000						","
							$4,139,607						"
"
						189.
					","

								Dorell Wright							
","
							$3,500,000						","
							$4,139,607						"
"
						189.
					","

								Udonis Haslem							
","
							$3,500,000						","
							$4,139,607						"
"
						189.
					","

								Carlos Delfino							
","
							$3,500,000						","
							$4,139,607						"
"
						189.
					","

								Chris Duhon							
","
							$3,500,000						","
							$4,139,607						"
"
						194.
					","

								Marc Gasol							
","
							$3,480,000						","
							$4,115,952						"
"
						195.
					","

								Tiago Splitter							
","
							$3,400,000						","
							$4,021,332						"
"
						196.
					","

								Brandan Wright							
","
							$3,398,072						","
							$4,019,052						"
"
						197.
					","

								DeMarcus Cousins							
","
							$3,374,640						","
							$3,991,338						"
"
						198.
					","

								Grant Hill							
","
							$3,324,000						","
							$3,931,444						"
"
						199.
					","

								Danilo Gallinari							
","
							$3,304,560						","
							$3,908,451						"
"
						200.
					","

								Glen Davis							
","
							$3,300,000						","
							$3,903,058						"
"
						200.
					","

								Joel Anthony							
","
							$3,300,000						","
							$3,903,058						"
"
						200.
					","

								Kelenna Azubuike							
","
							$3,300,000						","
							$3,903,058						"
"
						203.
					","

								Johan Petro							
","
							$3,250,000						","
							$3,843,921						"
"
						203.
					","

								Will Bynum							
","
							$3,250,000						","
							$3,843,921						"
"
						203.
					","

								Thabo Sefolosha							
","
							$3,250,000						","
							$3,843,921						"
"
						206.
					","

								Kris Humphries							
","
							$3,200,000						","
							$3,784,783						"
"
						207.
					","

								Jonny Flynn							
","
							$3,192,000						","
							$3,775,321						"
"
						208.
					","

								Joakim Noah							
","
							$3,128,536						","
							$3,700,260						"
"
						209.
					","

								CJ Watson							
","
							$3,100,000						","
							$3,666,509						"
"
						210.
					","

								Ekpe Udoh							
","
							$3,065,040						","
							$3,625,160						"
"
						211.
					","

								Eric Gordon							
","
							$3,016,680						","
							$3,567,962						"
"
						212.
					","

								Eduardo Najera							
","
							$3,000,000						","
							$3,548,234						"
"
						212.
					","

								Chris Wilcox							
","
							$3,000,000						","
							$3,548,234						"
"
						212.
					","

								Jamario Moon							
","
							$3,000,000						","
							$3,548,234						"
"
						212.
					","

								Tony Allen							
","
							$3,000,000						","
							$3,548,234						"
"
						212.
					","

								Carl Landry							
","
							$3,000,000						","
							$3,548,234						"
"
						212.
					","

								Matt Bonner							
","
							$3,000,000						","
							$3,548,234						"
"
						212.
					","

								Raja Bell							
","
							$3,000,000						","
							$3,548,234						"
"
						212.
					","

								Josh Howard							
","
							$3,000,000						","
							$3,548,234						"
"
						220.
					","

								Spencer Hawes							
","
							$2,974,320						","
							$3,517,861						"
"
						221.
					","

								Stephen Curry							
","
							$2,913,840						","
							$3,446,329						"
"
						222.
					","

								Thaddeus Young							
","
							$2,901,241						","
							$3,431,428						"
"
						223.
					","

								Julian Wright							
","
							$2,858,057						","
							$3,380,352						"
"
						224.
					","

								Anthony Parker							
","
							$2,855,700						","
							$3,377,564						"
"
						225.
					","

								Al Thornton							
","
							$2,814,196						","
							$3,328,476						"
"
						226.
					","

								Greg Monroe							
","
							$2,798,040						","
							$3,309,367						"
"
						227.
					","

								Rodney Stuckey							
","
							$2,767,126						","
							$3,272,804						"
"
						228.
					","

								Sebastian Telfair							
","
							$2,700,000						","
							$3,193,411						"
"
						229.
					","

								Jordan Hill							
","
							$2,669,520						","
							$3,157,361						"
"
						230.
					","

								Nick Young							
","
							$2,630,503						","
							$3,111,214						"
"
						231.
					","

								Al-Farouq Aminu							
","
							$2,563,320						","
							$3,031,753						"
"
						232.
					","

								DJ Augustin							
","
							$2,540,400						","
							$3,004,645						"
"
						233.
					","

								Dahntay Jones							
","
							$2,500,000						","
							$2,956,862						"
"
						233.
					","

								David Andersen							
","
							$2,500,000						","
							$2,956,862						"
"
						233.
					","

								Maurice Evans							
","
							$2,500,000						","
							$2,956,862						"
"
						236.
					","

								Marquis Daniels							
","
							$2,470,000						","
							$2,921,379						"
"
						237.
					","

								DeMar DeRozan							
","
							$2,453,880						","
							$2,902,314						"
"
						238.
					","

								Brook Lopez							
","
							$2,413,320						","
							$2,854,342						"
"
						239.
					","

								Rasual Butler							
","
							$2,400,000						","
							$2,838,587						"
"
						240.
					","

								Marco Belinelli							
","
							$2,380,270						","
							$2,815,252						"
"
						241.
					","

								Gordon Hayward							
","
							$2,356,320						","
							$2,786,925						"
"
						242.
					","

								Ryan Hollins							
","
							$2,333,333						","
							$2,759,737						"
"
						243.
					","

								Brandon Jennings							
","
							$2,331,120						","
							$2,757,120						"
"
						244.
					","

								Ersan Ilyasova							
","
							$2,320,500						","
							$2,744,559						"
"
						245.
					","

								Craig Smith							
","
							$2,300,000						","
							$2,720,313						"
"
						246.
					","

								Jerryd Bayless							
","
							$2,292,600						","
							$2,711,561						"
"
						247.
					","

								Quentin Richardson							
","
							$2,265,000						","
							$2,678,917						"
"
						248.
					","

								Paul George							
","
							$2,238,360						","
							$2,647,408						"
"
						249.
					","

								Louis Amundson							
","
							$2,225,000						","
							$2,631,607						"
"
						250.
					","

								Terrence Williams							
","
							$2,214,480						","
							$2,619,165						"
"
						251.
					","

								Shannon Brown							
","
							$2,200,000						","
							$2,602,038						"
"
						251.
					","

								Anthony Tolliver							
","
							$2,200,000						","
							$2,602,038						"
"
						253.
					","

								Jason Smith							
","
							$2,187,913						","
							$2,587,743						"
"
						254.
					","

								Jason Thompson							
","
							$2,178,000						","
							$2,576,018						"
"
						255.
					","

								Daequan Cook							
","
							$2,169,857						","
							$2,566,387						"
"
						256.
					","

								Jared Dudley							
","
							$2,151,068						","
							$2,544,164						"
"
						257.
					","

								Wilson Chandler							
","
							$2,130,482						","
							$2,519,816						"
"
						258.
					","

								Cole Aldrich							
","
							$2,126,520						","
							$2,515,130						"
"
						259.
					","

								Gerald Henderson							
","
							$2,103,840						","
							$2,488,306						"
"
						260.
					","

								Ben Wallace							
","
							$2,080,000						","
							$2,460,109						"
"
						261.
					","

								Brandon Rush							
","
							$2,069,049						","
							$2,447,157						"
"
						262.
					","

								Xavier Henry							
","
							$2,020,200						","
							$2,389,381						"
"
						263.
					","

								Aaron Brooks							
","
							$2,016,692						","
							$2,385,232						"
"
						264.
					","

								Keyon Dooling							
","
							$2,000,000						","
							$2,365,489						"
"
						265.
					","

								Tyler Hansbrough							
","
							$1,998,600						","
							$2,363,834						"
"
						266.
					","

								Chuck Hayes							
","
							$1,972,500						","
							$2,332,964						"
"
						267.
					","

								Goran Dragic							
","
							$1,972,000						","
							$2,332,373						"
"
						268.
					","

								Anthony Randolph							
","
							$1,965,720						","
							$2,324,945						"
"
						269.
					","

								Arron Afflalo							
","
							$1,959,577						","
							$2,317,679						"
"
						270.
					","

								Ed Davis							
","
							$1,919,160						","
							$2,269,876						"
"
						271.
					","

								Earl Clark							
","
							$1,898,760						","
							$2,245,748						"
"
						272.
					","

								Jason Williams							
","
							$1,877,145						","
							$2,220,183						"
"
						273.
					","

								Robin Lopez							
","
							$1,867,320						","
							$2,208,563						"
"
						274.
					","

								Patrick Patterson							
","
							$1,823,280						","
							$2,156,475						"
"
						275.
					","

								Jose Juan Barea							
","
							$1,815,000						","
							$2,146,682						"
"
						276.
					","

								Austin Daye							
","
							$1,803,720						","
							$2,133,340						"
"
						277.
					","

								Marreese Speights							
","
							$1,773,960						","
							$2,098,142						"
"
						278.
					","

								Matt Barnes							
","
							$1,765,000						","
							$2,087,544						"
"
						279.
					","

								Larry Sanders							
","
							$1,731,960						","
							$2,048,466						"
"
						280.
					","

								Omer Asik							
","
							$1,721,000						","
							$2,035,504						"
"
						281.
					","

								James Johnson							
","
							$1,713,600						","
							$2,026,751						"
"
						282.
					","

								Roy Hibbert							
","
							$1,685,280						","
							$1,993,256						"
"
						283.
					","

								Renaldo Balkman							
","
							$1,675,000						","
							$1,981,097						"
"
						284.
					","

								Luke Babbitt							
","
							$1,645,440						","
							$1,946,135						"
"
						285.
					","

								Jrue Holiday							
","
							$1,627,920						","
							$1,925,414						"
"
						286.
					","

								JaVale McGee							
","
							$1,601,040						","
							$1,893,621						"
"
						287.
					","

								Keith Bogans							
","
							$1,600,000						","
							$1,892,391						"
"
						287.
					","

								Hamed Haddadi							
","
							$1,600,000						","
							$1,892,391						"
"
						289.
					","

								Kevin Seraphin							
","
							$1,563,120						","
							$1,848,772						"
"
						290.
					","

								Ty Lawson							
","
							$1,546,560						","
							$1,829,186						"
"
						291.
					","

								JJ Hickson							
","
							$1,528,920						","
							$1,808,322						"
"
						292.
					","

								Solomon Jones							
","
							$1,500,000						","
							$1,774,117						"
"
						293.
					","

								Eric Bledsoe							
","
							$1,485,000						","
							$1,756,376						"
"
						294.
					","

								Jeff Teague							
","
							$1,476,840						","
							$1,746,725						"
"
						295.
					","

								Alexis Ajinca							
","
							$1,467,840						","
							$1,736,080						"
"
						296.
					","

								Avery Bradley							
","
							$1,418,160						","
							$1,677,321						"
"
						297.
					","

								Eric Maynor							
","
							$1,417,800						","
							$1,676,895						"
"
						298.
					","

								Courtney Lee							
","
							$1,409,040						","
							$1,666,534						"
"
						298.
					","

								Ryan Anderson							
","
							$1,409,040						","
							$1,666,534						"
"
						300.
					","

								Roger Mason							
","
							$1,400,000						","
							$1,655,842						"
"
						301.
					","

								Ronnie Price							
","
							$1,380,000						","
							$1,632,188						"
"
						302.
					","

								James Anderson							
","
							$1,361,400						","
							$1,610,188						"
"
						303.
					","

								Darren Collison							
","
							$1,361,040						","
							$1,609,763						"
"
						304.
					","

								Kosta Koufos							
","
							$1,352,640						","
							$1,599,828						"
"
						305.
					","

								Jason Collins							
","
							$1,352,181						","
							$1,599,285						"
"
						305.
					","

								Shaquille O'Neal							
","
							$1,352,181						","
							$1,599,285						"
"
						305.
					","

								Kurt Thomas							
","
							$1,352,181						","
							$1,599,285						"
"
						305.
					","

								Brian Cardinal							
","
							$1,352,181						","
							$1,599,285						"
"
						305.
					","

								Tracy McGrady							
","
							$1,352,181						","
							$1,599,285						"
"
						305.
					","

								Theo Ratliff							
","
							$1,352,181						","
							$1,599,285						"
"
						305.
					","

								Joe Smith							
","
							$1,352,181						","
							$1,599,285						"
"
						305.
					","

								Zydrunas Ilgauskas							
","
							$1,352,181						","
							$1,599,285						"
"
						305.
					","

								Juwan Howard							
","
							$1,352,181						","
							$1,599,285						"
"
						305.
					","

								Eddie House							
","
							$1,352,181						","
							$1,599,285						"
"
						305.
					","

								Earl Boykins							
","
							$1,352,181						","
							$1,599,285						"
"
						305.
					","

								Anthony Carter							
","
							$1,352,181						","
							$1,599,285						"
"
						305.
					","

								Tony Battie							
","
							$1,352,181						","
							$1,599,285						"
"
						318.
					","

								Craig Brackins							
","
							$1,306,920						","
							$1,545,753						"
"
						319.
					","

								Sean Marks							
","
							$1,264,687						","
							$1,495,802						"
"
						320.
					","

								Elliot Williams							
","
							$1,254,720						","
							$1,484,013						"
"
						321.
					","

								Omri Casspi							
","
							$1,254,480						","
							$1,483,729						"
"
						322.
					","

								Rudy Fernandez							
","
							$1,246,680						","
							$1,474,504						"
"
						323.
					","

								Kwame Brown							
","
							$1,229,255						","
							$1,453,895						"
"
						323.
					","

								Brian Scalabrine							
","
							$1,229,255						","
							$1,453,895						"
"
						323.
					","

								Jamaal Magloire							
","
							$1,229,255						","
							$1,453,895						"
"
						323.
					","

								Malik Allen							
","
							$1,229,255						","
							$1,453,895						"
"
						323.
					","

								Earl Watson							
","
							$1,229,255						","
							$1,453,895						"
"
						328.
					","

								Etan Thomas							
","
							$1,223,166						","
							$1,446,693						"
"
						328.
					","

								Melvin Ely							
","
							$1,223,166						","
							$1,446,693						"
"
						328.
					","

								Carlos Arroyo							
","
							$1,223,166						","
							$1,446,693						"
"
						331.
					","

								Trevor Booker							
","
							$1,204,560						","
							$1,424,687						"
"
						332.
					","

								Serge Ibaka							
","
							$1,204,200						","
							$1,424,261						"
"
						332.
					","

								BJ Mullens							
","
							$1,204,200						","
							$1,424,261						"
"
						334.
					","

								Royal Ivey							
","
							$1,200,000						","
							$1,419,293						"
"
						335.
					","

								Nicolas Batum							
","
							$1,196,760						","
							$1,415,461						"
"
						336.
					","

								George Hill							
","
							$1,157,160						","
							$1,368,625						"
"
						337.
					","

								Damion James							
","
							$1,156,320						","
							$1,367,631						"
