Player,2020-2021
,Player,"
							2020/21						","
							2020/21(*)						"
"
						178.
					","

								Joakim Noah							
","
							$6,431,666						","
							$6,431,666						"
"
						179.
					","

								Isaac Okoro							
","
							$6,400,920						","
							$6,400,920						"
"
						180.
					","

								Frank Ntilikina							
","
							$6,176,578						","
							$6,176,578						"
"
						181.
					","

								DeMarre Carroll							
","
							$6,119,676						","
							$6,119,676						"
"
						182.
					","

								Jarrett Culver							
","
							$6,104,280						","
							$6,104,280						"
"
						183.
					","

								Alec Burks							
","
							$6,000,000						","
							$6,000,000						"
"
						183.
					","

								Ishmael Smith							
","
							$6,000,000						","
							$6,000,000						"
"
						185.
					","

								Mo Bamba							
","
							$5,969,040						","
							$5,969,040						"
"
						186.
					","

								Onyeka Okongwu							
","
							$5,813,640						","
							$5,813,640						"
"
						187.
					","

								Justin Holiday							
","
							$5,720,400						","
							$5,720,400						"
"
						188.
					","

								Dennis Smith							
","
							$5,686,677						","
							$5,686,677						"
"
						189.
					","

								Avery Bradley							
","
							$5,635,000						","
							$5,635,000						"
"
						190.
					","

								Timofey Mozgov							
","
							$5,573,333						","
							$5,573,333						"
"
						191.
					","

								Coby White							
","
							$5,572,680						","
							$5,572,680						"
"
						192.
					","

								Trey Lyles							
","
							$5,500,000						","
							$5,500,000						"
"
						193.
					","

								Wendell Carter							
","
							$5,448,840						","
							$5,448,840						"
"
						194.
					","

								Zach Collins							
","
							$5,406,255						","
							$5,406,255						"
"
						195.
					","

								Malik Monk							
","
							$5,345,687						","
							$5,345,687						"
"
						196.
					","

								Killian Hayes							
","
							$5,307,120						","
							$5,307,120						"
"
						197.
					","

								Luke Kennard							
","
							$5,273,826						","
							$5,273,826						"
"
						198.
					","

								Ryan Anderson							
","
							$5,214,583						","
							$5,214,583						"
"
						199.
					","

								Donovan Mitchell							
","
							$5,195,501						","
							$5,195,501						"
"
						200.
					","

								Rodney McGruder							
","
							$5,192,307						","
							$5,192,307						"
"
						201.
					","

								Bam Adebayo							
","
							$5,115,492						","
							$5,115,492						"
"
						202.
					","

								Justin Jackson							
","
							$5,109,637						","
							$5,109,637						"
"
						203.
					","

								Jaxson Hayes							
","
							$5,105,160						","
							$5,105,160						"
"
						204.
					","

								Ed Davis							
","
							$5,005,350						","
							$5,005,350						"
"
						204.
					","

								Mike Scott							
","
							$5,005,350						","
							$5,005,350						"
"
						204.
					","

								Enes Kanter							
","
							$5,005,350						","
							$5,005,350						"
"
						204.
					","

								Richaun Holmes							
","
							$5,005,350						","
							$5,005,350						"
"
						208.
					","

								Daniel Theis							
","
							$5,000,000						","
							$5,000,000						"
"
						208.
					","

								Luol Deng							
","
							$5,000,000						","
							$5,000,000						"
"
						208.
					","

								Nerlens Noel							
","
							$5,000,000						","
							$5,000,000						"
"
						211.
					","

								Collin Sexton							
","
							$4,991,880						","
							$4,991,880						"
"
						212.
					","

								Pat Connaughton							
","
							$4,938,273						","
							$4,938,273						"
"
						213.
					","

								Obi Toppin							
","
							$4,862,040						","
							$4,862,040						"
"
						214.
					","

								Kevon Looney							
","
							$4,821,429						","
							$4,821,429						"
"
						215.
					","

								Kris Dunn							
","
							$4,767,000						","
							$4,767,000						"
"
						215.
					","

								Garrett Temple							
","
							$4,767,000						","
							$4,767,000						"
"
						215.
					","

								Josh Jackson							
","
							$4,767,000						","
							$4,767,000						"
"
						215.
					","

								Elfrid Payton							
","
							$4,767,000						","
							$4,767,000						"
"
						219.
					","

								Rui Hachimura							
","
							$4,692,840						","
							$4,692,840						"
"
						220.
					","

								Denzel Valentine							
","
							$4,642,800						","
							$4,642,800						"
"
						221.
					","

								Kevin Knox							
","
							$4,588,680						","
							$4,588,680						"
"
						222.
					","

								DJ Wilson							
","
							$4,548,280						","
							$4,548,280						"
"
						223.
					","

								Deni Avdija							
","
							$4,469,160						","
							$4,469,160						"
"
						224.
					","

								Cam Reddish							
","
							$4,458,000						","
							$4,458,000						"
"
						225.
					","

								TJ Leaf							
","
							$4,431,423						","
							$4,431,423						"
"
						226.
					","

								Mikal Bridges							
","
							$4,359,000						","
							$4,359,000						"
"
						227.
					","

								Jalen Smith							
","
							$4,245,720						","
							$4,245,720						"
"
						228.
					","

								Cameron Johnson							
","
							$4,235,160						","
							$4,235,160						"
"
						229.
					","

								JaVale McGee							
","
							$4,200,000						","
							$4,200,000						"
"
						229.
					","

								Reggie Bullock							
","
							$4,200,000						","
							$4,200,000						"
"
						231.
					","

								Shai Gilgeous-Alexander							
","
							$4,141,320						","
							$4,141,320						"
"
						232.
					","

								John Collins							
","
							$4,137,302						","
							$4,137,302						"
"
						233.
					","

								Willie Cauley-Stein							
","
							$4,100,000						","
							$4,100,000						"
"
						234.
					","

								Devin Vassell							
","
							$4,033,440						","
							$4,033,440						"
"
						235.
					","

								PJ Washington							
","
							$4,023,600						","
							$4,023,600						"
"
						236.
					","

								Dorian Finney-Smith							
","
							$4,000,000						","
							$4,000,000						"
"
						236.
					","

								Patrick McCaw							
","
							$4,000,000						","
							$4,000,000						"
"
						238.
					","

								Alex Len							
","
							$3,970,648						","
							$3,970,648						"
"
						239.
					","

								Terrance Ferguson							
","
							$3,944,013						","
							$3,944,013						"
"
						240.
					","

								Miles Bridges							
","
							$3,934,320						","
							$3,934,320						"
"
						241.
					","

								Austin Rivers							
","
							$3,929,049						","
							$3,929,049						"
"
						242.
					","

								Jevon Carter							
","
							$3,925,000						","
							$3,925,000						"
"
						243.
					","

								Jarrett Allen							
","
							$3,909,902						","
							$3,909,902						"
"
						244.
					","

								Nicolo Melli							
","
							$3,897,436						","
							$3,897,436						"
"
						245.
					","

								OG Anunoby							
","
							$3,872,215						","
							$3,872,215						"
"
						246.
					","

								Gabriel Deck							
","
							$3,870,370						","
							$3,870,370						"
"
						247.
					","

								Tyrese Haliburton							
","
							$3,831,840						","
							$3,831,840						"
"
						248.
					","

								Tyler Herro							
","
							$3,822,240						","
							$3,822,240						"
"
						249.
					","

								Patrick Patterson							
","
							$3,814,771						","
							$3,814,771						"
"
						250.
					","

								Stanley Johnson							
","
							$3,804,150						","
							$3,804,150						"
"
						251.
					","

								Jake Layman							
","
							$3,761,085						","
							$3,761,085						"
"
						252.
					","

								Jerome Robinson							
","
							$3,737,520						","
							$3,737,520						"
"
						253.
					","

								Danuel House							
","
							$3,717,000						","
							$3,717,000						"
"
						254.
					","

								Kira Lewis							
","
							$3,640,200						","
							$3,640,200						"
"
						255.
					","

								Romeo Langford							
","
							$3,631,200						","
							$3,631,200						"
"
						256.
					","

								Wesley Matthews							
","
							$3,623,000						","
							$3,623,000						"
"
						256.
					","

								Bobby Portis							
","
							$3,623,000						","
							$3,623,000						"
"
						256.
					","

								Moe Harkless							
","
							$3,623,000						","
							$3,623,000						"
"
						259.
					","

								Wayne Ellington							
","
							$3,564,753						","
							$3,564,753						"
"
						260.
					","

								Kyle Kuzma							
","
							$3,562,178						","
							$3,562,178						"
"
						261.
					","

								Michael Porter							
","
							$3,550,800						","
							$3,550,800						"
"
						262.
					","

								Tony Bradley							
","
							$3,542,060						","
							$3,542,060						"
"
						263.
					","

								Derrick White							
","
							$3,516,284						","
							$3,516,284						"
"
						264.
					","

								Bismack Biyombo							
","
							$3,500,000						","
							$3,500,000						"
"
						264.
					","

								Boban Marjanovic							
","
							$3,500,000						","
							$3,500,000						"
"
						264.
					","

								TJ McConnell							
","
							$3,500,000						","
							$3,500,000						"
"
						264.
					","

								Luca Vildoza							
","
							$3,500,000						","
							$3,500,000						"
"
						268.
					","

								Josh Hart							
","
							$3,491,159						","
							$3,491,159						"
"
						269.
					","

								Aaron Nesmith							
","
							$3,458,400						","
							$3,458,400						"
"
						270.
					","

								Sekou Doumbouya							
","
							$3,449,400						","
							$3,449,400						"
"
						271.
					","

								Dewayne Dedmon							
","
							$3,447,478						","
							$3,447,478						"
"
						272.
					","

								Troy Brown							
","
							$3,372,840						","
							$3,372,840						"
"
						273.
					","

								Jeff Teague							
","
							$3,372,826						","
							$3,372,826						"
"
						274.
					","

								Michael Carter-Williams							
","
							$3,300,000						","
							$3,300,000						"
"
						274.
					","

								James Ennis							
","
							$3,300,000						","
							$3,300,000						"
"
						276.
					","

								Cole Anthony							
","
							$3,285,120						","
							$3,285,120						"
"
						277.
					","

								Taj Gibson							
","
							$3,283,684						","
							$3,283,684						"
"
						278.
					","

								Facundo Campazzo							
","
							$3,200,000						","
							$3,200,000						"
"
						279.
					","

								Jon Leuer							
","
							$3,169,348						","
							$3,169,348						"
"
						280.
					","

								Isaiah Stewart							
","
							$3,121,080						","
							$3,121,080						"
"
						280.
					","

								Chuma Okeke							
","
							$3,121,080						","
							$3,121,080						"
"
						282.
					","

								Nickeil Alexander-Walker							
","
							$3,113,160						","
							$3,113,160						"
"
						283.
					","

								DeMarcus Cousins							
","
							$3,051,832						","
							$3,051,832						"
"
						284.
					","

								Donte DiVincenzo							
","
							$3,044,160						","
							$3,044,160						"
"
						285.
					","

								Khem Birch							
","
							$3,011,499						","
							$3,011,499						"
"
						286.
					","

								Ryan Arcidiacono							
","
							$3,000,000						","
							$3,000,000						"
"
						286.
					","

								Trey Burke							
","
							$3,000,000						","
							$3,000,000						"
"
						288.
					","

								Aleksej Pokusevski							
","
							$2,964,840						","
							$2,964,840						"
"
						289.
					","

								Goga Bitadze							
","
							$2,957,520						","
							$2,957,520						"
"
						290.
					","

								Lonnie Walker							
","
							$2,895,720						","
							$2,895,720						"
"
						291.
					","

								Ben McLemore							
","
							$2,893,630						","
							$2,893,630						"
"
						292.
					","

								Andrew Nicholson							
","
							$2,844,429						","
							$2,844,429						"
"
						293.
					","

								Luka Samanic							
","
							$2,824,320						","
							$2,824,320						"
"
						294.
					","

								Josh Green							
","
							$2,816,760						","
							$2,816,760						"
"
						295.
					","

								Kevin Huerter							
","
							$2,761,920						","
							$2,761,920						"
"
						296.
					","

								Alex Caruso							
","
							$2,750,000						","
							$2,750,000						"
"
						296.
					","

								Marko Guduric							
","
							$2,750,000						","
							$2,750,000						"
"
						298.
					","

								Matisse Thybulle							
","
							$2,711,280						","
							$2,711,280						"
"
						299.
					","

								Saddiq Bey							
","
							$2,689,920						","
							$2,689,920						"
"
						300.
					","

								Josh Okogie							
","
							$2,651,040						","
							$2,651,040						"
"
						301.
					","

								Vincent Poirier							
","
							$2,619,207						","
							$2,619,207						"
"
						302.
					","

								Brandon Clarke							
","
							$2,602,920						","
							$2,602,920						"
"
						303.
					","

								Precious Achiuwa							
","
							$2,582,160						","
							$2,582,160						"
"
						304.
					","

								Jeff Green							
","
							$2,564,753						","
							$2,564,753						"
"
						304.
					","

								Jose Juan Barea							
","
							$2,564,753						","
							$2,564,753						"
"
						304.
					","

								Marc Gasol							
","
							$2,564,753						","
							$2,564,753						"
"
						304.
					","

								Jared Dudley							
","
							$2,564,753						","
							$2,564,753						"
"
						304.
					","

								Udonis Haslem							
","
							$2,564,753						","
							$2,564,753						"
"
						304.
					","

								Dwight Howard							
","
							$2,564,753						","
							$2,564,753						"
"
						304.
					","

								Carmelo Anthony							
","
							$2,564,753						","
							$2,564,753						"
"
						311.
					","

								Grayson Allen							
","
							$2,545,320						","
							$2,545,320						"
"
						312.
					","

								Grant Williams							
","
							$2,498,760						","
							$2,498,760						"
"
						313.
					","

								Tyrese Maxey							
","
							$2,478,840						","
							$2,478,840						"
"
						314.
					","

								Chandler Hutchison							
","
							$2,443,440						","
							$2,443,440						"
"
						315.
					","

								Mfiondu Kabengele							
","
							$2,432,353						","
							$2,432,353						"
"
						316.
					","

								Darius Bazley							
","
							$2,399,160						","
							$2,399,160						"
"
						317.
					","

								Moritz Wagner							
","
							$2,383,915						","
							$2,383,915						"
"
						318.
					","

								Zeke Nnaji							
","
							$2,379,840						","
							$2,379,840						"
"
						319.
					","

								Aaron Holiday							
","
							$2,345,640						","
							$2,345,640						"
"
						320.
					","

								Bryn Forbes							
","
							$2,337,145						","
							$2,337,145						"
"
						321.
					","

								Reggie Jackson							
","
							$2,331,593						","
							$2,331,593						"
"
						321.
					","

								Markieff Morris							
","
							$2,331,593						","
							$2,331,593						"
"
						321.
					","

								E'Twaun Moore							
","
							$2,331,593						","
							$2,331,593						"
"
						324.
					","

								Kent Bazemore							
","
							$2,320,044						","
							$2,320,044						"
"
						324.
					","

								Hassan Whiteside							
","
							$2,320,044						","
							$2,320,044						"
"
						326.
					","

								Ty Jerome							
","
							$2,303,040						","
							$2,303,040						"
"
						327.
					","

								Mike Muscala							
","
							$2,283,034						","
							$2,283,034						"
"
						328.
					","

								Anfernee Simons							
","
							$2,252,040						","
							$2,252,040						"
"
						329.
					","

								Luke Kornet							
","
							$2,250,000						","
							$2,250,000						"
"
						329.
					","

								Brad Wanamaker							
","
							$2,250,000						","
							$2,250,000						"
"
						331.
					","

								Monta Ellis							
","
							$2,245,400						","
							$2,245,400						"
"
						332.
					","

								Nassir Little							
","
							$2,210,640						","
							$2,210,640						"
"
						333.
					","

								RJ Hampton							
","
							$2,193,480						","
							$2,193,480						"
"
						334.
					","

								Solomon Hill							
","
							$2,174,318						","
							$2,174,318						"
