Player,2019-2020
,Player,"
							2019/20						","
							2019/20(*)						"
"
						53.
					","

								Aaron Gordon							
","
							$19,863,636						","
							$19,991,902						"
"
						54.
					","

								Zach LaVine							
","
							$19,500,000						","
							$19,625,917						"
"
						55.
					","

								Kent Bazemore							
","
							$19,269,663						","
							$19,394,093						"
"
						56.
					","

								Goran Dragic							
","
							$19,217,900						","
							$19,341,996						"
"
						57.
					","

								Jeff Teague							
","
							$19,000,000						","
							$19,122,689						"
"
						58.
					","

								Evan Turner							
","
							$18,606,556						","
							$18,726,704						"
"
						59.
					","

								Tristan Thompson							
","
							$18,539,130						","
							$18,658,843						"
"
						59.
					","

								Draymond Green							
","
							$18,539,130						","
							$18,658,843						"
"
						61.
					","

								Gary Harris							
","
							$18,189,286						","
							$18,306,740						"
"
						62.
					","

								Myles Turner							
","
							$18,000,000						","
							$18,116,231						"
"
						62.
					","

								Julius Randle							
","
							$18,000,000						","
							$18,116,231						"
"
						64.
					","

								Derrick Favors							
","
							$17,650,000						","
							$17,763,971						"
"
						65.
					","

								Andre Iguodala							
","
							$17,185,185						","
							$17,296,155						"
"
						66.
					","

								Evan Fournier							
","
							$17,150,000						","
							$17,260,743						"
"
						67.
					","

								Bismack Biyombo							
","
							$17,000,000						","
							$17,109,774						"
"
						67.
					","

								Bojan Bogdanovic							
","
							$17,000,000						","
							$17,109,774						"
"
						69.
					","

								Clint Capela							
","
							$16,896,552						","
							$17,005,658						"
"
						70.
					","

								Gorgui Dieng							
","
							$16,229,213						","
							$16,334,010						"
"
						71.
					","

								Ricky Rubio							
","
							$16,200,000						","
							$16,304,608						"
"
						72.
					","

								Jonas Valanciunas							
","
							$16,000,000						","
							$16,103,317						"
"
						73.
					","

								Brandon Knight							
","
							$15,643,750						","
							$15,744,766						"
"
						74.
					","

								Eric Bledsoe							
","
							$15,625,000						","
							$15,725,895						"
"
						74.
					","

								Kelly Oubre							
","
							$15,625,000						","
							$15,725,895						"
"
						76.
					","

								Dennis Schroeder							
","
							$15,500,000						","
							$15,600,088						"
"
						77.
					","

								Ian Mahinmi							
","
							$15,450,051						","
							$15,549,817						"
"
						78.
					","

								James Johnson							
","
							$15,349,400						","
							$15,448,516						"
"
						79.
					","

								Marcus Morris							
","
							$15,000,000						","
							$15,096,859						"
"
						79.
					","

								Bobby Portis							
","
							$15,000,000						","
							$15,096,859						"
"
						81.
					","

								Danny Green							
","
							$14,634,147						","
							$14,728,644						"
"
						82.
					","

								Rudy Gay							
","
							$14,500,000						","
							$14,593,631						"
"
						83.
					","

								Cody Zeller							
","
							$14,471,910						","
							$14,565,359						"
"
						84.
					","

								Eric Gordon							
","
							$14,057,730						","
							$14,148,505						"
"
						85.
					","

								Mason Plumlee							
","
							$14,041,096						","
							$14,131,763						"
"
						86.
					","

								JJ Redick							
","
							$13,486,300						","
							$13,573,385						"
"
						87.
					","

								Jordan Clarkson							
","
							$13,437,500						","
							$13,524,270						"
"
						88.
					","

								Dewayne Dedmon							
","
							$13,333,334						","
							$13,419,431						"
"
						89.
					","

								Solomon Hill							
","
							$13,290,395						","
							$13,376,215						"
"
						90.
					","

								Justise Winslow							
","
							$13,000,000						","
							$13,083,945						"
"
						91.
					","

								Thaddeus Young							
","
							$12,900,000						","
							$12,983,299						"
"
						92.
					","

								Will Barton							
","
							$12,776,786						","
							$12,859,289						"
"
						93.
					","

								Courtney Lee							
","
							$12,759,670						","
							$12,842,063						"
"
						94.
					","

								Larry Nance Jr							
","
							$12,727,273						","
							$12,809,457						"
"
						95.
					","

								Patrick Mills							
","
							$12,678,571						","
							$12,760,440						"
"
						96.
					","

								Kelly Olynyk							
","
							$12,667,885						","
							$12,749,685						"
"
						97.
					","

								Marcus Smart							
","
							$12,553,571						","
							$12,634,633						"
"
						98.
					","

								Terrence Ross							
","
							$12,500,000						","
							$12,580,716						"
"
						99.
					","

								Patrick Beverley							
","
							$12,345,680						","
							$12,425,400						"
"
						100.
					","

								Trevor Ariza							
","
							$12,200,000						","
							$12,278,779						"
"
						101.
					","

								Brook Lopez							
","
							$12,093,024						","
							$12,171,112						"
"
						102.
					","

								Jusuf Nurkic							
","
							$12,000,000						","
							$12,077,487						"
"
						102.
					","

								Cory Joseph							
","
							$12,000,000						","
							$12,077,487						"
"
						104.
					","

								Joe Ingles							
","
							$11,454,546						","
							$11,528,511						"
"
						105.
					","

								Tony Snell							
","
							$11,392,857						","
							$11,466,424						"
"
						106.
					","

								Robert Covington							
","
							$11,301,219						","
							$11,374,194						"
"
						107.
					","

								Meyers Leonard							
","
							$11,286,515						","
							$11,359,395						"
"
						108.
					","

								TJ Warren							
","
							$11,060,000						","
							$11,131,418						"
"
						109.
					","

								Moe Harkless							
","
							$11,011,234						","
							$11,082,337						"
"
						110.
					","

								Andre Roberson							
","
							$10,740,740						","
							$10,810,096						"
"
						111.
					","

								Spencer Dinwiddie							
","
							$10,605,600						","
							$10,674,083						"
"
						112.
					","

								Jeremy Lamb							
","
							$10,500,000						","
							$10,567,801						"
"
						113.
					","

								Dwight Powell							
","
							$10,259,375						","
							$10,325,623						"
"
						114.
					","

								George Hill							
","
							$10,133,907						","
							$10,199,344						"
"
						115.
					","

								Josh Richardson							
","
							$10,116,576						","
							$10,181,902						"
"
						115.
					","

								Norman Powell							
","
							$10,116,576						","
							$10,181,902						"
"
						117.
					","

								Tyus Jones							
","
							$10,116,000						","
							$10,181,322						"
"
						118.
					","

								Tomas Satoransky							
","
							$10,000,000						","
							$10,064,573						"
"
						119.
					","

								DeAndre Jordan							
","
							$9,881,598						","
							$9,945,406						"
"
						120.
					","

								Zion Williamson							
","
							$9,757,440						","
							$9,820,447						"
"
						121.
					","

								Markelle Fultz							
","
							$9,745,200						","
							$9,808,127						"
"
						122.
					","

								John Henson							
","
							$9,732,396						","
							$9,795,241						"
"
						123.
					","

								Matthew Dellavedova							
","
							$9,607,500						","
							$9,669,538						"
"
						124.
					","

								Dante Exum							
","
							$9,600,000						","
							$9,661,990						"
"
						125.
					","

								Deandre Ayton							
","
							$9,562,920						","
							$9,624,670						"
"
						126.
					","

								Delon Wright							
","
							$9,473,684						","
							$9,534,858						"
"
						127.
					","

								Jerami Grant							
","
							$9,346,153						","
							$9,406,504						"
"
						127.
					","

								Fred VanVleet							
","
							$9,346,153						","
							$9,406,504						"
"
						129.
					","

								Al-Farouq Aminu							
","
							$9,258,000						","
							$9,317,781						"
"
						130.
					","

								Kyle Anderson							
","
							$9,073,050						","
							$9,131,637						"
"
						131.
					","

								Taj Gibson							
","
							$9,000,000						","
							$9,058,115						"
"
						132.
					","

								Ja Morant							
","
							$8,730,240						","
							$8,786,614						"
"
						133.
					","

								Lonzo Ball							
","
							$8,719,320						","
							$8,775,623						"
"
						134.
					","

								E'Twaun Moore							
","
							$8,664,928						","
							$8,720,880						"
"
						135.
					","

								Marvin Bagley							
","
							$8,556,120						","
							$8,611,369						"
"
						136.
					","

								Bogdan Bogdanovic							
","
							$8,529,386						","
							$8,584,463						"
"
						137.
					","

								PJ Tucker							
","
							$8,349,039						","
							$8,402,951						"
"
						138.
					","

								Cristiano Felicio							
","
							$8,156,500						","
							$8,209,169						"
"
						139.
					","

								Kentavious Caldwell-Pope							
","
							$8,139,282						","
							$8,191,840						"
"
						140.
					","

								Ben Simmons							
","
							$8,113,929						","
							$8,166,323						"
"
						141.
					","

								Maxi Kleber							
","
							$8,000,000						","
							$8,051,658						"
"
						141.
					","

								Louis Williams							
","
							$8,000,000						","
							$8,051,658						"
"
						141.
					","

								Elfrid Payton							
","
							$8,000,000						","
							$8,051,658						"
"
						141.
					","

								Wayne Ellington							
","
							$8,000,000						","
							$8,051,658						"
"
						141.
					","

								Thomas Bryant							
","
							$8,000,000						","
							$8,051,658						"
"
						146.
					","

								RJ Barrett							
","
							$7,839,960						","
							$7,890,585						"
"
						147.
					","

								Jayson Tatum							
","
							$7,830,000						","
							$7,880,560						"
"
						148.
					","

								Jae Crowder							
","
							$7,815,533						","
							$7,866,000						"
"
						149.
					","

								Luka Doncic							
","
							$7,683,360						","
							$7,732,973						"
"
						150.
					","

								Joe Harris							
","
							$7,666,667						","
							$7,716,173						"
"
						151.
					","

								Seth Curry							
","
							$7,461,380						","
							$7,509,560						"
"
						152.
					","

								DeMarre Carroll							
","
							$7,339,258						","
							$7,386,649						"
"
						153.
					","

								Langston Galloway							
","
							$7,333,333						","
							$7,380,686						"
"
						153.
					","

								Doug McDermott							
","
							$7,333,333						","
							$7,380,686						"
"
						155.
					","

								Derrick Rose							
","
							$7,317,074						","
							$7,364,322						"
"
						156.
					","

								Brandon Ingram							
","
							$7,265,485						","
							$7,312,400						"
"
						157.
					","

								Darius Miller							
","
							$7,250,000						","
							$7,296,815						"
"
						157.
					","

								DJ Augustin							
","
							$7,250,000						","
							$7,296,815						"
"
						159.
					","

								De'Andre Hunter							
","
							$7,068,360						","
							$7,114,002						"
"
						160.
					","

								Josh Jackson							
","
							$7,059,480						","
							$7,105,065						"
"
						161.
					","

								Ersan Ilyasova							
","
							$7,000,000						","
							$7,045,201						"
"
						161.
					","

								Davis Bertans							
","
							$7,000,000						","
							$7,045,201						"
"
						163.
					","

								Jaren Jackson Jr							
","
							$6,927,480						","
							$6,972,213						"
"
						164.
					","

								Nemanja Bjelica							
","
							$6,825,000						","
							$6,869,071						"
"
						165.
					","

								Jaylen Brown							
","
							$6,534,829						","
							$6,577,026						"
"
						166.
					","

								Jabari Parker							
","
							$6,500,000						","
							$6,541,972						"
"
						167.
					","

								Ivica Zubac							
","
							$6,481,482						","
							$6,523,335						"
"
						168.
					","

								Darius Garland							
","
							$6,400,920						","
							$6,442,252						"
"
						169.
					","

								De'Aaron Fox							
","
							$6,392,760						","
							$6,434,040						"
"
						170.
					","

								Trae Young							
","
							$6,273,000						","
							$6,313,506						"
"
						171.
					","

								Montrezl Harrell							
","
							$6,000,000						","
							$6,038,743						"
"
						171.
					","

								Ishmael Smith							
","
							$6,000,000						","
							$6,038,743						"
"
						173.
					","

								Marco Belinelli							
","
							$5,846,154						","
							$5,883,904						"
"
						174.
					","

								Jarrett Culver							
","
							$5,813,640						","
							$5,851,180						"
"
						175.
					","

								Jonathan Isaac							
","
							$5,806,440						","
							$5,843,934						"
"
						176.
					","

								Rodney Hood							
","
							$5,718,000						","
							$5,754,923						"
"
						177.
					","

								Mo Bamba							
","
							$5,697,600						","
							$5,734,391						"
"
						178.
					","

								Trey Lyles							
","
							$5,500,000						","
							$5,535,515						"
"
						179.
					","

								Aron Baynes							
","
							$5,453,280						","
							$5,488,493						"
"
						180.
					","

								Kris Dunn							
","
							$5,348,007						","
							$5,382,540						"
"
						181.
					","

								Coby White							
","
							$5,307,120						","
							$5,341,389						"
"
						182.
					","

								Lauri Markkanen							
","
							$5,300,400						","
							$5,334,626						"
"
						183.
					","

								Wendell Carter							
","
							$5,201,400						","
							$5,234,987						"
"
						184.
					","

								Daniel Theis							
","
							$5,000,000						","
							$5,032,286						"
"
						185.
					","

								Jaxson Hayes							
","
							$4,862,040						","
							$4,893,435						"
"
						186.
					","

								Buddy Hield							
","
							$4,861,207						","
							$4,892,597						"
"
						187.
					","

								Frank Ntilikina							
","
							$4,855,800						","
							$4,887,155						"
"
						188.
					","

								Rodney McGruder							
","
							$4,807,693						","
							$4,838,737						"
"
						189.
					","

								Enes Kanter							
","
							$4,767,000						","
							$4,797,782						"
"
						189.
					","

								Garrett Temple							
","
							$4,767,000						","
							$4,797,782						"
"
						189.
					","

								Justin Holiday							
","
							$4,767,000						","
							$4,797,782						"
"
						189.
					","

								JaMychal Green							
","
							$4,767,000						","
							$4,797,782						"
"
						189.
					","

								Avery Bradley							
","
							$4,767,000						","
							$4,797,782						"
"
						189.
					","

								Robin Lopez							
","
							$4,767,000						","
							$4,797,782						"
"
						189.
					","

								Mike Scott							
","
							$4,767,000						","
							$4,797,782						"
"
						189.
					","

								Frank Kaminsky							
","
							$4,767,000						","
							$4,797,782						"
"
						189.
					","

								Richaun Holmes							
","
							$4,767,000						","
							$4,797,782						"
"
						189.
					","

								Ed Davis							
","
							$4,767,000						","
							$4,797,782						"
"
						199.
					","

								Collin Sexton							
","
							$4,764,960						","
							$4,795,728						"
"
						200.
					","

								Rui Hachimura							
","
							$4,469,160						","
							$4,498,018						"
"
						201.
					","

								Kevon Looney							
","
							$4,464,286						","
							$4,493,113						"
"
						202.
					","

								Dennis Smith							
","
							$4,463,640						","
							$4,492,463						"
"
						203.
					","

								Jamal Murray							
","
							$4,444,746						","
							$4,473,447						"
"
						204.
					","

								Kevin Knox							
","
							$4,380,120						","
							$4,408,403						"
"
						205.
					","

								Cam Reddish							
","
							$4,245,720						","
							$4,273,136						"
"
						206.
					","

								Zach Collins							
","
							$4,240,200						","
							$4,267,580						"
"
						207.
					","

								Mikal Bridges							
","
							$4,161,000						","
							$4,187,868						"
"
						208.
					","

								Alex Len							
","
							$4,160,000						","
							$4,186,862						"
"
						209.
					","

								Nicolo Melli							
","
							$4,102,564						","
							$4,129,055						"
"
						210.
					","

								Cameron Johnson							
","
							$4,033,440						","
							$4,059,485						"
"
						211.
					","

								Malik Monk							
","
							$4,028,400						","
							$4,054,412						"
"
						212.
					","

								Dorian Finney-Smith							
","
							$4,000,000						","
							$4,025,829						"
"
						212.
					","

								JaVale McGee							
","
							$4,000,000						","
							$4,025,829						"
"
						212.
					","

								Reggie Bullock							
","
							$4,000,000						","
							$4,025,829						"
"
						212.
					","

								Patrick McCaw							
","
							$4,000,000						","
							$4,025,829						"
"
						216.
					","

								Shai Gilgeous-Alexander							
","
							$3,952,920						","
							$3,978,445						"
"
						217.
					","

								PJ Washington							
","
							$3,831,840						","
							$3,856,583						"
"
						218.
					","

								Luke Kennard							
","
							$3,827,160						","
							$3,851,873						"
"
						219.
					","

								Miles Bridges							
","
							$3,755,400						","
							$3,779,649						"
"
						220.
					","

								Jakob Poeltl							
","
							$3,754,885						","
							$3,779,131						"
"
						221.
					","

								Tyler Herro							
","
							$3,640,200						","
							$3,663,705						"
"
						222.
					","

								Donovan Mitchell							
","
							$3,635,760						","
							$3,659,237						"
"
						223.
					","

								Stanley Johnson							
","
							$3,623,000						","
							$3,646,394						"
"
						224.
					","

								Jake Layman							
","
							$3,581,986						","
							$3,605,116						"
"
						225.
					","

								Thon Maker							
","
							$3,569,643						","
							$3,592,693						"
"
						226.
					","

								Jerome Robinson							
","
							$3,567,720						","
							$3,590,757						"
"
						227.
					","

								Danuel House							
","
							$3,540,000						","
							$3,562,858						"
"
						228.
					","

								Domantas Sabonis							
","
							$3,529,554						","
							$3,552,345						"
"
						229.
					","

								Boban Marjanovic							
","
							$3,500,000						","
							$3,522,600						"
"
						229.
					","

								TJ McConnell							
","
							$3,500,000						","
							$3,522,600						"
"
						229.
					","

								DeMarcus Cousins							
","
							$3,500,000						","
							$3,522,600						"
"
						232.
					","

								Taurean Prince							
","
							$3,481,985						","
							$3,504,469						"
"
						232.
					","

								Dario Saric							
","
							$3,481,985						","
							$3,504,469						"
"
						234.
					","

								Romeo Langford							
","
							$3,458,400						","
							$3,480,732						"
"
						235.
					","

								Bam Adebayo							
","
							$3,454,080						","
							$3,476,384						"
"
						236.
					","

								Michael Porter							
","
							$3,389,400						","
							$3,411,286						"
"
						237.
					","

								Denzel Valentine							
","
							$3,377,568						","
							$3,399,378						"
"
						238.
					","

								Juan Hernangomez							
","
							$3,321,029						","
							$3,342,473						"
"
						239.
					","

								Sekou Doumbouya							
","
							$3,285,120						","
							$3,306,333						"
"
						240.
					","

								Justin Jackson							
","
							$3,280,920						","
							$3,302,105						"
"
						241.
					","

								Troy Brown							
","
							$3,219,480						","
							$3,240,269						"
"
						242.
					","

								Yogi Ferrell							
","
							$3,150,000						","
							$3,170,340						"
"
						243.
					","

								Zhaire Smith							
","
							$3,058,800						","
							$3,078,551						"
"
						244.
					","

								Ryan Arcidiacono							
","
							$3,000,000						","
							$3,019,371						"
"
						244.
					","

								Quinn Cook							
","
							$3,000,000						","
							$3,019,371						"
"
						244.
					","

								Khem Birch							
","
							$3,000,000						","
							$3,019,371						"
"
						247.
					","

								Nickeil Alexander-Walker							
","
							$2,964,840						","
							$2,983,984						"
"
						248.
					","

								DJ Wilson							
","
							$2,961,120						","
							$2,980,240						"
"
						249.
					","

								Cedi Osman							
","
							$2,907,143						","
							$2,925,915						"
"
						250.
					","

								Donte DiVincenzo							
","
							$2,905,800						","
							$2,924,563						"
"
						251.
					","

								Bryn Forbes							
","
							$2,875,000						","
							$2,893,564						"
"
						252.
					","

								Goga Bitadze							
","
							$2,816,760						","
							$2,834,948						"
"
						253.
					","

								TJ Leaf							
","
							$2,813,280						","
							$2,831,446						"
"
						254.
					","

								Lonnie Walker							
","
							$2,764,200						","
							$2,782,049						"
"
						255.
					","

								Alex Caruso							
","
							$2,750,000						","
							$2,767,757						"
"
						256.
					","

								Malik Beasley							
","
							$2,731,713						","
							$2,749,352						"
"
						257.
					","

								Luka Samanic							
","
							$2,689,920						","
							$2,707,289						"
"
						258.
					","

								John Collins							
","
							$2,686,560						","
							$2,703,908						"
"
						259.
					","

								Kevin Huerter							
","
							$2,636,280						","
							$2,653,303						"
"
						260.
					","

								Caris LeVert							
","
							$2,625,717						","
							$2,642,672						"
"
						261.
					","

								Marko Guduric							
","
							$2,625,000						","
							$2,641,950						"
"
						262.
					","

								DeAndre Bembry							
","
							$2,603,981						","
							$2,620,795						"
"
						263.
					","

								Matisse Thybulle							
","
							$2,582,160						","
							$2,598,833						"
"
						264.
					","

								Harry Giles							
","
							$2,578,800						","
							$2,595,452						"
"
						265.
					","

								Vince Carter							
","
							$2,564,753						","
							$2,581,314						"
"
						265.
					","

								Wilson Chandler							
","
							$2,564,753						","
							$2,581,314						"
"
						265.
					","

								Jose Juan Barea							
","
							$2,564,753						","
							$2,581,314						"
"
						265.
					","

								Thabo Sefolosha							
","
							$2,564,753						","
							$2,581,314						"
"
						265.
					","

								Tyson Chandler							
","
							$2,564,753						","
							$2,581,314						"
"
						265.
					","

								Dwight Howard							
","
							$2,564,753						","
							$2,581,314						"
"
						265.
					","

								Rajon Rondo							
","
							$2,564,753						","
							$2,581,314						"
"
						265.
					","

								Jared Dudley							
","
							$2,564,753						","
							$2,581,314						"
"
						265.
					","

								Udonis Haslem							
","
							$2,564,753						","
							$2,581,314						"
"
						265.
					","

								Kyle Korver							
","
							$2,564,753						","
							$2,581,314						"
"
						265.
					","

								Wesley Matthews							
","
							$2,564,753						","
							$2,581,314						"
"
						276.
					","

								Josh Okogie							
","
							$2,530,680						","
							$2,547,021						"
"
						277.
					","

								Vincent Poirier							
","
							$2,505,793						","
							$2,521,973						"
"
						278.
					","

								Rondae Hollis-Jefferson							
","
							$2,500,000						","
							$2,516,143						"
"
						279.
					","

								Brandon Clarke							
","
							$2,478,840						","
							$2,494,846						"
"
						280.
					","

								Terrance Ferguson							
","
							$2,475,840						","
							$2,491,827						"
"
						281.
					","

								Grayson Allen							
","
							$2,429,400						","
							$2,445,087						"
"
						282.
					","

								Alfonzo McKinnie							
","
							$2,391,985						","
							$2,407,430						"
"
						283.
					","

								Grant Williams							
","
							$2,379,840						","
							$2,395,207						"
"
						284.
					","

								Jarrett Allen							
","
							$2,376,840						","
							$2,392,188						"
"
						285.
					","

								Pascal Siakam							
","
							$2,351,838						","
							$2,367,024						"
"
						286.
					","

								Skal Labissiere							
","
							$2,338,846						","
							$2,353,948						"
"
						287.
					","

								Chandler Hutchison							
","
							$2,332,320						","
							$2,347,380						"
"
						288.
					","

								Patrick Patterson							
","
							$2,331,593						","
							$2,346,648						"
"
						289.
					","

								Dejounte Murray							
","
							$2,321,735						","
							$2,336,727						"
"
						290.
					","

								Alec Burks							
","
							$2,320,044						","
							$2,335,025						"
"
						291.
					","

								Damian Jones							
","
							$2,305,057						","
							$2,319,941						"
"
						292.
					","

								Darius Bazley							
","
							$2,284,800						","
							$2,299,553						"
"
						293.
					","

								Ante Zizic							
","
							$2,281,800						","
							$2,296,534						"
"
						293.
					","

								OG Anunoby							
","
							$2,281,800						","
							$2,296,534						"
"
						295.
					","

								Markieff Morris							
","
							$2,259,887						","
							$2,274,479						"
"
						296.
					","

								Luke Kornet							
","
							$2,250,000						","
							$2,264,528						"
"
						297.
					","

								Aaron Holiday							
","
							$2,239,200						","
							$2,253,659						"
"
						298.
					","

								Ty Jerome							
","
							$2,193,480						","
							$2,207,644						"
"
						299.
					","

								Willie Cauley-Stein							
","
							$2,177,483						","
							$2,191,543						"
"
						300.
					","

								Kyle O'Quinn							
","
							$2,174,318						","
							$2,188,358						"
"
						301.
					","

								Austin Rivers							
","
							$2,174,310						","
							$2,188,350						"
"
						302.
					","

								Carmelo Anthony							
","
							$2,159,029						","
							$2,172,970						"
"
						303.
					","

								Anfernee Simons							
","
							$2,149,560						","
							$2,163,440						"
"
						304.
					","

								Nassir Little							
","
							$2,105,520						","
							$2,119,116						"
"
						305.
					","

								Moritz Wagner							
","
							$2,063,520						","
							$2,076,844						"
"
						306.
					","

								Dylan Windler							
","
							$2,035,800						","
							$2,048,945						"
"
						307.
					","

								Caleb Swanigan							
","
							$2,033,160						","
							$2,046,288						"
"
						308.
					","

								Ben McLemore							
","
							$2,028,594						","
							$2,041,693						"
"
						308.
					","

								Mike Muscala							
","
							$2,028,594						","
							$2,041,693						"
"
						308.
					","

								Michael Carter-Williams							
","
							$2,028,594						","
							$2,041,693						"
"
						311.
					","

								Noah Vonleh							
","
							$2,000,000						","
							$2,012,914						"
"
						311.
					","

								Torrey Craig							
","
							$2,000,000						","
							$2,012,914						"
"
						311.
					","

								Edmond Sumner							
","
							$2,000,000						","
							$2,012,914						"
"
						314.
					","

								Landry Shamet							
","
							$1,995,120						","
							$2,008,003						"
"
						315.
					","

								Mfiondu Kabengele							
","
							$1,977,000						","
							$1,989,766						"
"
						316.
					","

								Kyle Kuzma							
","
							$1,974,600						","
							$1,987,350						"
"
						317.
					","

								Jordan Poole							
","
							$1,964,760						","
							$1,977,447						"
"
						318.
					","

								Tony Bradley							
","
							$1,962,360						","
							$1,975,031						"
"
						319.
					","

								Keldon Johnson							
","
							$1,950,600						","
							$1,963,195						"
"
						320.
					","

								Derrick White							
","
							$1,948,080						","
							$1,960,659						"
"
						321.
					","

								Robert Williams							
","
							$1,937,520						","
							$1,950,031						"
"
						322.
					","

								Josh Hart							
","
							$1,934,160						","
							$1,946,649						"
"
						323.
					","

								Jacob Evans							
","
							$1,925,880						","
							$1,938,316						"
"
						324.
					","

								Dzanan Musa							
","
							$1,911,600						","
							$1,923,943						"
"
						325.
					","

								Omari Spellman							
","
							$1,897,800						","
							$1,910,054						"
"
						326.
					","

								Nerlens Noel							
","
							$1,882,867						","
							$1,895,025						"
"
						326.
					","

								James Ennis							
","
							$1,882,867						","
							$1,895,025						"
"
						326.
					","

								Glenn Robinson III							
","
							$1,882,867						","
							$1,895,025						"
"
						329.
					","

								Bruno Caboclo							
","
							$1,845,301						","
							$1,857,216						"
"
						329.
					","

								Shabazz Napier							
","
							$1,845,301						","
							$1,857,216						"
"
						331.
					","

								JR Smith							
","
							$1,746,470						","
							$1,757,747						"
"
						332.
					","

								JaKarr Sampson							
","
							$1,737,145						","
							$1,748,362						"
"
						332.
					","

								Raul Neto							
","
							$1,737,145						","
							$1,748,362						"
"
						332.
					","

								Mario Hezonja							
","
							$1,737,145						","
							$1,748,362						"
