Player,2014-2015
,Player,"
							2014/15						","
							2014/15(*)						"
"
						57.
					","

								Larry Sanders							
","
							$11,000,000						","
							$11,897,840						"
"
						57.
					","

								Jrue Holiday							
","
							$11,000,000						","
							$11,897,840						"
"
						59.
					","

								Danilo Gallinari							
","
							$10,854,850						","
							$11,740,843						"
"
						60.
					","

								Stephen Curry							
","
							$10,629,213						","
							$11,496,789						"
"
						61.
					","

								Marcin Gortat							
","
							$10,434,782						","
							$11,286,488						"
"
						62.
					","

								Tim Duncan							
","
							$10,361,446						","
							$11,207,166						"
"
						63.
					","

								Gerald Wallace							
","
							$10,105,855						","
							$10,930,713						"
"
						64.
					","

								Anderson Varejao							
","
							$9,800,000						","
							$10,599,894						"
"
						65.
					","

								Brendan Haywood							
","
							$9,798,000						","
							$10,597,730						"
"
						66.
					","

								Luol Deng							
","
							$9,714,461						","
							$10,507,373						"
"
						67.
					","

								Steve Nash							
","
							$9,701,000						","
							$10,492,813						"
"
						68.
					","

								Kendrick Perkins							
","
							$9,588,889						","
							$10,371,551						"
"
						69.
					","

								Paul Millsap							
","
							$9,500,000						","
							$10,275,407						"
"
						69.
					","

								DeMar DeRozan							
","
							$9,500,000						","
							$10,275,407						"
"
						71.
					","

								Tyrus Thomas							
","
							$9,460,664						","
							$10,232,860						"
"
						72.
					","

								Mike Miller							
","
							$9,332,000						","
							$10,093,694						"
"
						73.
					","

								Tiago Splitter							
","
							$9,250,000						","
							$10,005,002						"
"
						74.
					","

								Jeff Green							
","
							$9,200,000						","
							$9,950,921						"
"
						75.
					","

								Thaddeus Young							
","
							$9,160,870						","
							$9,908,597						"
"
						76.
					","

								Lance Stephenson							
","
							$9,000,000						","
							$9,734,596						"
"
						76.
					","

								Jordan Hill							
","
							$9,000,000						","
							$9,734,596						"
"
						78.
					","

								Mike Conley							
","
							$8,760,000						","
							$9,475,007						"
"
						79.
					","

								Monta Ellis							
","
							$8,720,000						","
							$9,431,742						"
"
						80.
					","

								Marcus Thornton							
","
							$8,697,500						","
							$9,407,406						"
"
						81.
					","

								Trevor Ariza							
","
							$8,600,000						","
							$9,301,948						"
"
						82.
					","

								Channing Frye							
","
							$8,579,088						","
							$9,279,329						"
"
						83.
					","

								Landry Fields							
","
							$8,500,000						","
							$9,193,785						"
"
						84.
					","

								Ryan Anderson							
","
							$8,491,500						","
							$9,184,592						"
"
						85.
					","

								Marcus Camby							
","
							$8,354,416						","
							$9,036,318						"
"
						86.
					","

								Drew Gooden							
","
							$8,128,490						","
							$8,791,952						"
"
						87.
					","

								Jeff Teague							
","
							$8,000,000						","
							$8,652,974						"
"
						87.
					","

								Taj Gibson							
","
							$8,000,000						","
							$8,652,974						"
"
						87.
					","

								Brandon Jennings							
","
							$8,000,000						","
							$8,652,974						"
"
						87.
					","

								George Hill							
","
							$8,000,000						","
							$8,652,974						"
"
						87.
					","

								OJ Mayo							
","
							$8,000,000						","
							$8,652,974						"
"
						87.
					","

								Boris Diaw							
","
							$8,000,000						","
							$8,652,974						"
"
						93.
					","

								Dirk Nowitzki							
","
							$7,974,482						","
							$8,625,374						"
"
						94.
					","

								Ersan Ilyasova							
","
							$7,900,000						","
							$8,544,812						"
"
						95.
					","

								Glen Davis							
","
							$7,827,985						","
							$8,466,919						"
"
						96.
					","

								Tayshaun Prince							
","
							$7,707,865						","
							$8,336,995						"
"
						97.
					","

								Al Harrington							
","
							$7,609,800						","
							$8,230,926						"
"
						98.
					","

								Arron Afflalo							
","
							$7,562,500						","
							$8,179,765						"
"
						99.
					","

								Goran Dragic							
","
							$7,500,000						","
							$8,112,163						"
"
						100.
					","

								Kyrie Irving							
","
							$7,459,924						","
							$8,068,816						"
"
						101.
					","

								Josh Childress							
","
							$7,317,500						","
							$7,914,767						"
"
						102.
					","

								Wesley Matthews							
","
							$7,245,640						","
							$7,837,042						"
"
						103.
					","

								Isaiah Thomas							
","
							$7,238,606						","
							$7,829,434						"
"
						104.
					","

								Avery Bradley							
","
							$7,191,011						","
							$7,777,954						"
"
						105.
					","

								Pau Gasol							
","
							$7,128,000						","
							$7,709,800						"
"
						106.
					","

								Jose Calderon							
","
							$7,097,191						","
							$7,676,476						"
"
						107.
					","

								Travis Outlaw							
","
							$7,000,000						","
							$7,571,352						"
"
						107.
					","

								Marvin Williams							
","
							$7,000,000						","
							$7,571,353						"
"
						107.
					","

								Manu Ginobili							
","
							$7,000,000						","
							$7,571,353						"
"
						107.
					","

								Amir Johnson							
","
							$7,000,000						","
							$7,571,353						"
"
						111.
					","

								Brandon Bass							
","
							$6,950,000						","
							$7,517,271						"
"
						112.
					","

								JJ Redick							
","
							$6,792,500						","
							$7,346,916						"
"
						112.
					","

								Kevin Martin							
","
							$6,792,500						","
							$7,346,916						"
"
						114.
					","

								Wilson Chandler							
","
							$6,754,913						","
							$7,306,261						"
"
						115.
					","

								Carl Landry							
","
							$6,750,000						","
							$7,300,947						"
"
						116.
					","

								Derrick Williams							
","
							$6,679,866						","
							$7,225,089						"
"
						117.
					","

								Jason Richardson							
","
							$6,601,125						","
							$7,139,921						"
"
						118.
					","

								Greivis Vasquez							
","
							$6,400,000						","
							$6,922,379						"
"
						119.
					","

								Jarrett Jack							
","
							$6,300,000						","
							$6,814,217						"
"
						120.
					","

								Kyle Korver							
","
							$6,253,521						","
							$6,763,945						"
"
						121.
					","

								Jason Thompson							
","
							$6,037,500						","
							$6,530,292						"
"
						122.
					","

								Enes Kanter							
","
							$6,008,106						","
							$6,498,498						"
"
						123.
					","

								Gerald Henderson							
","
							$6,000,000						","
							$6,489,731						"
"
						123.
					","

								Jodie Meeks							
","
							$6,000,000						","
							$6,489,731						"
"
						125.
					","

								JR Smith							
","
							$5,982,375						","
							$6,470,667						"
"
						126.
					","

								Chuck Hayes							
","
							$5,958,750						","
							$6,445,114						"
"
						127.
					","

								Patrick Patterson							
","
							$5,831,326						","
							$6,307,289						"
"
						128.
					","

								Jose Juan Barea							
","
							$5,822,078						","
							$6,297,286						"
"
						129.
					","

								PJ Tucker							
","
							$5,700,000						","
							$6,165,244						"
"
						130.
					","

								Anthony Davis							
","
							$5,607,240						","
							$6,064,913						"
"
						131.
					","

								Anthony Bennett							
","
							$5,563,920						","
							$6,018,057						"
"
						132.
					","

								Andrew Wiggins							
","
							$5,510,640						","
							$5,960,428						"
"
						133.
					","

								Greg Monroe							
","
							$5,479,933						","
							$5,927,215						"
"
						134.
					","

								Jason Terry							
","
							$5,450,000						","
							$5,894,839						"
"
						134.
					","

								Jamal Crawford							
","
							$5,450,000						","
							$5,894,839						"
"
						134.
					","

								Courtney Lee							
","
							$5,450,000						","
							$5,894,839						"
"
						134.
					","

								Louis Williams							
","
							$5,450,000						","
							$5,894,839						"
"
						138.
					","

								Tristan Thompson							
","
							$5,421,233						","
							$5,863,724						"
"
						139.
					","

								JJ Hickson							
","
							$5,381,750						","
							$5,821,018						"
"
						139.
					","

								Martell Webster							
","
							$5,381,750						","
							$5,821,018						"
"
						141.
					","

								Robin Lopez							
","
							$5,340,229						","
							$5,776,108						"
"
						142.
					","

								Nikola Mirotic							
","
							$5,305,000						","
							$5,738,003						"
"
						142.
					","

								Shaun Livingston							
","
							$5,305,000						","
							$5,738,003						"
"
						142.
					","

								Spencer Hawes							
","
							$5,305,000						","
							$5,738,003						"
"
						142.
					","

								Josh McRoberts							
","
							$5,305,000						","
							$5,738,003						"
"
						142.
					","

								Paul Pierce							
","
							$5,305,000						","
							$5,738,003						"
"
						147.
					","

								Chris Andersen							
","
							$5,300,000						","
							$5,732,595						"
"
						148.
					","

								Zaza Pachulia							
","
							$5,200,000						","
							$5,624,433						"
"
						149.
					","

								Ricky Rubio							
","
							$5,070,686						","
							$5,484,564						"
"
						150.
					","

								Michael Kidd-Gilchrist							
","
							$5,016,960						","
							$5,426,453						"
"
						151.
					","

								Tony Allen							
","
							$5,000,000						","
							$5,408,109						"
"
						151.
					","

								Chase Budinger							
","
							$5,000,000						","
							$5,408,109						"
"
						151.
					","

								Brandan Wright							
","
							$5,000,000						","
							$5,408,109						"
"
						151.
					","

								Trevor Booker							
","
							$5,000,000						","
							$5,408,109						"
"
						155.
					","

								Nick Young							
","
							$4,994,420						","
							$5,402,073						"
"
						156.
					","

								Victor Oladipo							
","
							$4,978,200						","
							$5,384,529						"
"
						157.
					","

								Jabari Parker							
","
							$4,930,560						","
							$5,333,001						"
"
						158.
					","

								Chris Kaman							
","
							$4,800,000						","
							$5,191,784						"
"
						159.
					","

								Kostas Papanikolaou							
","
							$4,797,664						","
							$5,189,258						"
"
						159.
					","

								Darren Collison							
","
							$4,797,664						","
							$5,189,258						"
"
						161.
					","

								Jameer Nelson							
","
							$4,750,000						","
							$5,137,703						"
"
						162.
					","

								Corey Brewer							
","
							$4,702,500						","
							$5,086,326						"
"
						163.
					","

								Timofey Mozgov							
","
							$4,650,000						","
							$5,029,541						"
"
						164.
					","

								Andre Miller							
","
							$4,625,000						","
							$5,002,501						"
"
						165.
					","

								Bradley Beal							
","
							$4,505,280						","
							$4,873,009						"
"
						166.
					","

								Jonas Jerebko							
","
							$4,500,000						","
							$4,867,298						"
"
						166.
					","

								Luis Scola							
","
							$4,500,000						","
							$4,867,298						"
"
						166.
					","

								Caron Butler							
","
							$4,500,000						","
							$4,867,298						"
"
						166.
					","

								Ben Gordon							
","
							$4,500,000						","
							$4,867,298						"
"
						170.
					","

								Otto Porter							
","
							$4,470,480						","
							$4,835,368						"
"
						171.
					","

								Joel Embiid							
","
							$4,427,640						","
							$4,789,032						"
"
						172.
					","

								Luc Mbah a Moute							
","
							$4,382,576						","
							$4,740,290						"
"
						173.
					","

								Raymond Felton							
","
							$4,360,000						","
							$4,715,871						"
"
						174.
					","

								Jared Dudley							
","
							$4,250,000						","
							$4,596,892						"
"
						174.
					","

								Kris Humphries							
","
							$4,250,000						","
							$4,596,892						"
"
						176.
					","

								CJ Miles							
","
							$4,205,000						","
							$4,548,219						"
"
						177.
					","

								Bismack Biyombo							
","
							$4,086,453						","
							$4,419,996						"
"
						178.
					","

								Dion Waiters							
","
							$4,062,000						","
							$4,393,548						"
"
						179.
					","

								Cody Zeller							
","
							$4,030,560						","
							$4,359,541						"
"
						180.
					","

								Danny Green							
","
							$4,025,000						","
							$4,353,528						"
"
						181.
					","

								Thabo Sefolosha							
","
							$4,000,000						","
							$4,326,487						"
"
						181.
					","

								Ian Mahinmi							
","
							$4,000,000						","
							$4,326,487						"
"
						181.
					","

								Mario Chalmers							
","
							$4,000,000						","
							$4,326,487						"
"
						184.
					","

								Aaron Gordon							
","
							$3,992,040						","
							$4,317,877						"
"
						185.
					","

								Vince Carter							
","
							$3,911,981						","
							$4,231,284						"
"
						186.
					","

								Kevin Seraphin							
","
							$3,898,691						","
							$4,216,909						"
"
						187.
					","

								Devin Harris							
","
							$3,878,896						","
							$4,195,498						"
"
						188.
					","

								Joel Anthony							
","
							$3,800,000						","
							$4,110,163						"
"
						189.
					","

								Maurice Williams							
","
							$3,750,000						","
							$4,056,081						"
"
						190.
					","

								Thomas Robinson							
","
							$3,678,360						","
							$3,978,594						"
"
						190.
					","

								Jonas Valanciunas							
","
							$3,678,360						","
							$3,978,594						"
"
						192.
					","

								Marreese Speights							
","
							$3,657,500						","
							$3,956,031						"
"
						193.
					","

								Alex Len							
","
							$3,649,920						","
							$3,947,833						"
"
						194.
					","

								Dante Exum							
","
							$3,615,000						","
							$3,910,063						"
"
						195.
					","

								Brandon Knight							
","
							$3,553,917						","
							$3,843,994						"
"
						196.
					","

								Gerald Green							
","
							$3,500,000						","
							$3,785,676						"
"
						196.
					","

								Patrick Mills							
","
							$3,500,000						","
							$3,785,676						"
"
						198.
					","

								Darrell Arthur							
","
							$3,457,149						","
							$3,739,327						"
"
						199.
					","

								Kemba Walker							
","
							$3,452,183						","
							$3,733,956						"
"
						200.
					","

								Steve Novak							
","
							$3,445,947						","
							$3,727,211						"
"
						201.
					","

								Matt Barnes							
","
							$3,396,250						","
							$3,673,458						"
"
						202.
					","

								Mirza Teletovic							
","
							$3,368,100						","
							$3,643,010						"
"
						203.
					","

								Damian Lillard							
","
							$3,340,920						","
							$3,613,612						"
"
						204.
					","

								Mike Scott							
","
							$3,333,333						","
							$3,605,405						"
"
						205.
					","

								Andrei Kirilenko							
","
							$3,326,235						","
							$3,597,728						"
"
						205.
					","

								Tyler Hansbrough							
","
							$3,326,235						","
							$3,597,728						"
"
						207.
					","

								Nerlens Noel							
","
							$3,315,120						","
							$3,585,706						"
"
						208.
					","

								Marcus Smart							
","
							$3,283,320						","
							$3,551,310						"
"
						209.
					","

								Evan Turner							
","
							$3,278,000						","
							$3,545,556						"
"
						209.
					","

								Bojan Bogdanovic							
","
							$3,278,000						","
							$3,545,556						"
"
						209.
					","

								Jason Smith							
","
							$3,278,000						","
							$3,545,556						"
"
						212.
					","

								Carlos Delfino							
","
							$3,250,000						","
							$3,515,271						"
"
						212.
					","

								Gary Neal							
","
							$3,250,000						","
							$3,515,271						"
"
						214.
					","

								Alec Burks							
","
							$3,201,369						","
							$3,462,670						"
"
						215.
					","

								Anthony Morrow							
","
							$3,200,000						","
							$3,461,189						"
"
						216.
					","

								Alexey Shved							
","
							$3,198,723						","
							$3,459,808						"
"
						217.
					","

								Markieff Morris							
","
							$3,153,860						","
							$3,411,283						"
"
						218.
					","

								Quincy Pondexter							
","
							$3,146,068						","
							$3,402,855						"
"
						219.
					","

								Dorell Wright							
","
							$3,145,000						","
							$3,401,700						"
"
						220.
					","

								Chris Copeland							
","
							$3,130,000						","
							$3,385,476						"
"
						221.
					","

								Marcus Morris							
","
							$3,105,301						","
							$3,358,761						"
"
						222.
					","

								Joel Freeland							
","
							$3,100,000						","
							$3,353,027						"
"
						223.
					","

								Klay Thompson							
","
							$3,075,880						","
							$3,326,939						"
"
						224.
					","

								Kawhi Leonard							
","
							$3,053,368						","
							$3,302,589						"
"
						225.
					","

								Harrison Barnes							
","
							$3,049,920						","
							$3,298,860						"
"
						226.
					","

								Ben McLemore							
","
							$3,026,280						","
							$3,273,290						"
"
						227.
					","

								Mike Dunleavy							
","
							$3,000,000						","
							$3,244,865						"
"
						227.
					","

								Randy Foye							
","
							$3,000,000						","
							$3,244,865						"
"
						227.
					","

								Anthony Tolliver							
","
							$3,000,000						","
							$3,244,865						"
"
						227.
					","

								Kosta Koufos							
","
							$3,000,000						","
							$3,244,865						"
"
						227.
					","

								Jerryd Bayless							
","
							$3,000,000						","
							$3,244,865						"
"
						227.
					","

								DJ Augustin							
","
							$3,000,000						","
							$3,244,865						"
"
						233.
					","

								Julius Randle							
","
							$2,997,360						","
							$3,242,010						"
"
						234.
					","

								Will Bynum							
","
							$2,915,908						","
							$3,153,909						"
"
						235.
					","

								Nikola Vucevic							
","
							$2,902,757						","
							$3,139,685						"
"
						236.
					","

								Marco Belinelli							
","
							$2,873,750						","
							$3,108,310						"
"
						237.
					","

								Furkan Aldemir							
","
							$2,810,305						","
							$3,039,687						"
"
						238.
					","

								Terrence Ross							
","
							$2,793,960						","
							$3,022,008						"
"
						239.
					","

								Kentavious Caldwell-Pope							
","
							$2,772,480						","
							$2,998,774						"
"
						240.
					","

								Iman Shumpert							
","
							$2,761,113						","
							$2,986,480						"
"
						241.
					","

								Luke Ridnour							
","
							$2,750,000						","
							$2,974,460						"
"
						242.
					","

								Nik Stauskas							
","
							$2,745,840						","
							$2,969,960						"
"
						243.
					","

								Brian Roberts							
","
							$2,732,000						","
							$2,954,990						"
"
						243.
					","

								Udonis Haslem							
","
							$2,732,000						","
							$2,954,990						"
"
						245.
					","

								Kirk Hinrich							
","
							$2,730,000						","
							$2,952,827						"
"
						246.
					","

								Andre Drummond							
","
							$2,568,360						","
							$2,777,994						"
"
						247.
					","

								Trey Burke							
","
							$2,548,560						","
							$2,756,578						"
"
						248.
					","

								Noah Vonleh							
","
							$2,524,200						","
							$2,730,229						"
"
						249.
					","

								Tobias Harris							
","
							$2,511,432						","
							$2,716,419						"
"
						250.
					","

								DeMarre Carroll							
","
							$2,500,000						","
							$2,704,054						"
"
						250.
					","

								James Johnson							
","
							$2,500,000						","
							$2,704,054						"
"
						252.
					","

								Austin Rivers							
","
							$2,439,840						","
							$2,638,984						"
"
						253.
					","

								Shelvin Mack							
","
							$2,433,333						","
							$2,631,946						"
"
						254.
					","

								CJ McCollum							
","
							$2,421,000						","
							$2,618,606						"
"
						255.
					","

								Elfrid Payton							
","
							$2,397,840						","
							$2,593,556						"
"
						256.
					","

								Kenneth Faried							
","
							$2,373,537						","
							$2,567,269						"
"
						257.
					","

								Reggie Jackson							
","
							$2,325,680						","
							$2,515,506						"
"
						258.
					","

								Meyers Leonard							
","
							$2,317,920						","
							$2,507,112						"
"
						259.
					","

								Michael Carter-Williams							
","
							$2,300,040						","
							$2,487,773						"
"
						260.
					","

								Doug McDermott							
","
							$2,277,960						","
							$2,463,891						"
"
						261.
					","

								Nick Collison							
","
							$2,242,003						","
							$2,424,999						"
"
						262.
					","

								Jeremy Lamb							
","
							$2,202,000						","
							$2,381,731						"
"
						263.
					","

								Steven Adams							
","
							$2,184,960						","
							$2,363,300						"
"
						264.
					","

								Norris Cole							
","
							$2,150,188						","
							$2,325,690						"
"
						265.
					","

								Cory Joseph							
","
							$2,134,593						","
							$2,308,822						"
"
						266.
					","

								Jimmy Butler							
","
							$2,119,214						","
							$2,292,188						"
"
						267.
					","

								Nate Robinson							
","
							$2,106,720						","
							$2,278,674						"
"
						267.
					","

								Eric Maynor							
","
							$2,106,720						","
							$2,278,674						"
"
						269.
					","

								Jordan Farmar							
","
							$2,100,000						","
							$2,271,405						"
"
						269.
					","

								Danny Granger							
","
							$2,100,000						","
							$2,271,405						"
"
						269.
					","

								Steve Blake							
","
							$2,100,000						","
							$2,271,405						"
"
						269.
					","

								Aron Baynes							
","
							$2,100,000						","
							$2,271,405						"
"
						273.
					","

								Vitor Faverani							
","
							$2,090,000						","
							$2,260,589						"
"
						274.
					","

								CJ Watson							
","
							$2,077,000						","
							$2,246,528						"
"
						274.
					","

								Beno Udrih							
","
							$2,077,000						","
							$2,246,528						"
"
						274.
					","

								Ramon Sessions							
","
							$2,077,000						","
							$2,246,528						"
"
						277.
					","

								Kelly Olynyk							
","
							$2,075,760						","
							$2,245,187						"
"
						278.
					","

								Zach LaVine							
","
							$2,055,840						","
							$2,223,641						"
"
						279.
					","

								Kent Bazemore							
","
							$2,000,000						","
							$2,163,243						"
"
						279.
					","

								Elton Brand							
","
							$2,000,000						","
							$2,163,243						"
"
						279.
					","

								DeJuan Blair							
","
							$2,000,000						","
							$2,163,243						"
"
						282.
					","

								John Henson							
","
							$1,987,320						","
							$2,149,528						"
"
						283.
					","

								Shabazz Muhammad							
","
							$1,971,960						","
							$2,132,915						"
"
						284.
					","

								TJ Warren							
","
							$1,953,120						","
							$2,112,537						"
"
						285.
					","

								Moe Harkless							
","
							$1,887,840						","
							$2,041,929						"
"
						286.
					","

								Samuel Dalembert							
","
							$1,885,755						","
							$2,039,673						"
"
						287.
					","

								Giannis Antetokounmpo							
","
							$1,873,200						","
							$2,026,094						"
"
						288.
					","

								Adreian Payne							
","
							$1,855,320						","
							$2,006,754						"
"
						289.
					","

								Ishmael Smith							
","
							$1,838,615						","
							$1,988,684						"
"
						290.
					","

								Jeff Ayres							
","
							$1,828,750						","
							$1,978,015						"
"
						291.
					","

								Anthony Randolph							
","
							$1,825,359						","
							$1,974,348						"
"
						292.
					","

								Jeremy Evans							
","
							$1,795,000						","
							$1,941,511						"
"
						293.
					","

								Joffrey Lauvergne							
","
							$1,790,281						","
							$1,936,407						"
"
						294.
					","

								Reggie Evans							
","
							$1,768,654						","
							$1,913,014						"
"
						295.
					","

								Jusuf Nurkic							
","
							$1,762,680						","
							$1,906,553						"
"
						295.
					","

								Lucas Nogueira							
","
							$1,762,680						","
							$1,906,553						"
"
						297.
					","

								Zoran Dragic							
","
							$1,756,500						","
							$1,899,868						"
"
						298.
					","

								Gigi Datome							
","
							$1,750,000						","
							$1,892,838						"
"
						299.
					","

								Tyler Zeller							
","
							$1,703,760						","
							$1,842,824						"
"
						300.
					","

								Dennis Schroeder							
","
							$1,690,680						","
							$1,828,676						"
"
						301.
					","

								James Young							
","
							$1,674,480						","
							$1,811,154						"
"
						302.
					","

								Pablo Prigioni							
","
							$1,662,961						","
							$1,798,694						"
"
						303.
					","

								Ryan Kelly							
","
							$1,650,000						","
							$1,784,676						"
"
						304.
					","

								Terrence Jones							
","
							$1,618,680						","
							$1,750,799						"
"
						305.
					","

								Shane Larkin							
","
							$1,606,080						","
							$1,737,171						"
"
						306.
					","

								Ronny Turiaf							
","
							$1,600,000						","
							$1,730,594						"
"
						307.
					","

								Miroslav Raduljica							
","
							$1,596,056						","
							$1,726,328						"
"
						308.
					","

								Tyler Ennis							
","
							$1,590,720						","
							$1,720,557						"
"
						309.
					","

								Andrew Nicholson							
","
							$1,545,840						","
							$1,672,014						"
"
						310.
					","

								Sergey Karasev							
","
							$1,533,840						","
							$1,659,034						"
"
						311.
					","

								Gary Harris							
","
							$1,519,200						","
							$1,643,199						"
"
						312.
					","

								Donatas Motiejunas							
","
							$1,483,920						","
							$1,605,040						"
"
						312.
					","

								Evan Fournier							
","
							$1,483,920						","
							$1,605,040						"
"
						314.
					","

								Tony Snell							
","
							$1,472,400						","
							$1,592,580						"
"
						315.
					","

								Bruno Caboclo							
","
							$1,458,360						","
							$1,577,394						"
"
						316.
					","

								Jannero Pargo							
","
							$1,448,490						","
							$1,566,718						"
"
						316.
					","

								Nazr Mohammed							
","
							$1,448,490						","
							$1,566,718						"
"
						316.
					","

								James Jones							
","
							$1,448,490						","
							$1,566,718						"
"
						316.
					","

								Shawn Marion							
","
							$1,448,490						","
							$1,566,718						"
"
						316.
					","

								Richard Jefferson							
","
							$1,448,490						","
							$1,566,718						"
"
						316.
					","

								Leandro Barbosa							
","
							$1,448,490						","
							$1,566,718						"
"
						316.
					","

								Hidayet Turkoglu							
","
							$1,448,490						","
							$1,566,718						"
"
						316.
					","

								Willie Green							
","
							$1,448,490						","
							$1,566,718						"
"
						316.
					","

								Matt Bonner							
","
							$1,448,490						","
							$1,566,718						"
"
						316.
					","

								Rasual Butler							
","
							$1,448,490						","
							$1,566,718						"
"
						326.
					","

								Jared Sullinger							
","
							$1,424,520						","
							$1,540,791						"
"
						327.
					","

								Gorgui Dieng							
","
							$1,413,480						","
							$1,528,850						"
"
						328.
					","

								Mitch McGary							
","
							$1,400,040						","
							$1,514,313						"
"
						329.
					","

								Victor Claver							
","
							$1,370,000						","
							$1,481,821						"
"
						330.
					","

								Mason Plumlee							
","
							$1,357,080						","
							$1,467,847						"
"
						331.
					","

								Jordan Adams							
","
							$1,344,120						","
							$1,453,829						"
"
						332.
					","

								Jason Maxiell							
","
							$1,316,809						","
							$1,424,289						"
"
						332.
					","

								Charlie Villanueva							
","
							$1,316,809						","
							$1,424,289						"
"
						332.
					","

								Francisco Garcia							
","
							$1,316,809						","
							$1,424,289						"
"
						332.
					","

								Ronnie Price							
","
							$1,316,809						","
							$1,424,289						"
