Player,2018-2019
,Player,"
							2018/19						","
							2018/19(*)						"
"
						28.
					","

								Steven Adams							
","
							$24,157,304						","
							$24,714,096						"
"
						30.
					","

								Kevin Love							
","
							$24,119,025						","
							$24,674,935						"
"
						30.
					","

								Marc Gasol							
","
							$24,119,025						","
							$24,674,935						"
"
						32.
					","

								Chandler Parsons							
","
							$24,107,258						","
							$24,662,897						"
"
						32.
					","

								Harrison Barnes							
","
							$24,107,258						","
							$24,662,897						"
"
						34.
					","

								Nicolas Batum							
","
							$24,000,000						","
							$24,553,167						"
"
						35.
					","

								Rudy Gobert							
","
							$23,491,573						","
							$24,033,021						"
"
						36.
					","

								Kawhi Leonard							
","
							$23,114,066						","
							$23,646,813						"
"
						37.
					","

								DeAndre Jordan							
","
							$22,897,200						","
							$23,424,948						"
"
						38.
					","

								LaMarcus Aldridge							
","
							$22,347,015						","
							$22,862,082						"
"
						39.
					","

								Serge Ibaka							
","
							$21,666,667						","
							$22,166,053						"
"
						40.
					","

								Aaron Gordon							
","
							$21,590,909						","
							$22,088,549						"
"
						41.
					","

								Danilo Gallinari							
","
							$21,587,579						","
							$22,085,143						"
"
						42.
					","

								Victor Oladipo							
","
							$21,000,000						","
							$21,484,021						"
"
						43.
					","

								Ryan Anderson							
","
							$20,421,546						","
							$20,892,234						"
"
						44.
					","

								Joakim Noah							
","
							$20,261,172						","
							$20,728,164						"
"
						45.
					","

								Kyrie Irving							
","
							$20,099,189						","
							$20,562,447						"
"
						46.
					","

								Jabari Parker							
","
							$20,000,000						","
							$20,460,972						"
"
						47.
					","

								Jimmy Butler							
","
							$19,841,627						","
							$20,298,949						"
"
						48.
					","

								Zach LaVine							
","
							$19,500,000						","
							$19,949,448						"
"
						49.
					","

								Wesley Matthews							
","
							$19,360,228						","
							$19,806,454						"
"
						50.
					","

								Allen Crabbe							
","
							$19,332,500						","
							$19,778,087						"
"
						51.
					","

								Enes Kanter							
","
							$19,264,603						","
							$19,708,625						"
"
						52.
					","

								Tyler Johnson							
","
							$19,245,370						","
							$19,688,949						"
"
						53.
					","

								John Wall							
","
							$19,169,800						","
							$19,611,637						"
"
						54.
					","

								George Hill							
","
							$19,000,000						","
							$19,437,923						"
"
						54.
					","

								Jeff Teague							
","
							$19,000,000						","
							$19,437,923						"
"
						56.
					","

								Klay Thompson							
","
							$18,988,725						","
							$19,426,389						"
"
						57.
					","

								Goran Dragic							
","
							$18,109,175						","
							$18,526,566						"
"
						58.
					","

								Kent Bazemore							
","
							$18,089,888						","
							$18,506,835						"
"
						59.
					","

								Evan Turner							
","
							$17,868,853						","
							$18,280,705						"
"
						60.
					","

								Tristan Thompson							
","
							$17,469,565						","
							$17,872,214						"
"
						60.
					","

								Draymond Green							
","
							$17,469,565						","
							$17,872,214						"
"
						62.
					","

								Tim Hardaway Jr							
","
							$17,325,000						","
							$17,724,317						"
"
						63.
					","

								Pau Gasol							
","
							$17,133,285						","
							$17,528,182						"
"
						64.
					","

								Reggie Jackson							
","
							$17,043,478						","
							$17,436,306						"
"
						65.
					","

								Bismack Biyombo							
","
							$17,000,000						","
							$17,391,826						"
"
						65.
					","

								Evan Fournier							
","
							$17,000,000						","
							$17,391,826						"
"
						67.
					","

								Derrick Favors							
","
							$16,900,000						","
							$17,289,521						"
"
						68.
					","

								Luol Deng							
","
							$16,747,954						","
							$17,133,970						"
"
						69.
					","

								Jonas Valanciunas							
","
							$16,539,326						","
							$16,920,534						"
"
						70.
					","

								Gary Harris							
","
							$16,517,857						","
							$16,898,570						"
"
						71.
					","

								Andre Iguodala							
","
							$16,000,000						","
							$16,368,778						"
"
						71.
					","

								Timofey Mozgov							
","
							$16,000,000						","
							$16,368,778						"
"
						71.
					","

								Ian Mahinmi							
","
							$16,000,000						","
							$16,368,778						"
"
						74.
					","

								Clint Capela							
","
							$15,793,104						","
							$16,157,113						"
"
						75.
					","

								Dennis Schroeder							
","
							$15,500,000						","
							$15,857,253						"
"
						76.
					","

								DeMarre Carroll							
","
							$15,400,000						","
							$15,754,948						"
"
						77.
					","

								Gorgui Dieng							
","
							$15,170,787						","
							$15,520,452						"
"
						78.
					","

								Eric Bledsoe							
","
							$15,000,000						","
							$15,345,729						"
"
						78.
					","

								Trevor Ariza							
","
							$15,000,000						","
							$15,345,729						"
"
						80.
					","

								Tobias Harris							
","
							$14,800,000						","
							$15,141,119						"
"
						80.
					","

								Ricky Rubio							
","
							$14,800,000						","
							$15,141,119						"
"
						82.
					","

								JR Smith							
","
							$14,720,000						","
							$15,059,275						"
"
						83.
					","

								Brandon Knight							
","
							$14,631,250						","
							$14,968,480						"
"
						84.
					","

								James Johnson							
","
							$14,420,700						","
							$14,753,077						"
"
						85.
					","

								Robin Lopez							
","
							$14,357,750						","
							$14,688,676						"
"
						86.
					","

								Kenneth Faried							
","
							$14,242,782						","
							$14,571,058						"
"
						87.
					","

								Marvin Williams							
","
							$14,087,500						","
							$14,412,197						"
"
						88.
					","

								Taj Gibson							
","
							$14,000,000						","
							$14,322,680						"
"
						89.
					","

								Thaddeus Young							
","
							$13,764,045						","
							$14,081,287						"
"
						90.
					","

								Tyson Chandler							
","
							$13,585,000						","
							$13,898,114						"
"
						91.
					","

								Marcin Gortat							
","
							$13,565,218						","
							$13,877,877						"
"
						92.
					","

								Kelly Olynyk							
","
							$13,537,527						","
							$13,849,548						"
"
						93.
					","

								Cody Zeller							
","
							$13,528,090						","
							$13,839,893						"
"
						94.
					","

								Eric Gordon							
","
							$13,500,375						","
							$13,811,540						"
"
						95.
					","

								Austin Rivers							
","
							$13,155,324						","
							$13,458,535						"
"
						96.
					","

								Michael Kidd-Gilchrist							
","
							$13,000,000						","
							$13,299,632						"
"
						96.
					","

								Khris Middleton							
","
							$13,000,000						","
							$13,299,632						"
"
						98.
					","

								Mason Plumlee							
","
							$12,917,808						","
							$13,215,545						"
"
						99.
					","

								Wilson Chandler							
","
							$12,800,562						","
							$13,095,597						"
"
						100.
					","

								Solomon Hill							
","
							$12,763,467						","
							$13,057,647						"
"
						101.
					","

								Nikola Vucevic							
","
							$12,750,000						","
							$13,043,869						"
"
						102.
					","

								Dion Waiters							
","
							$12,705,000						","
							$12,997,832						"
"
						103.
					","

								Joe Ingles							
","
							$12,545,455						","
							$12,834,610						"
"
						104.
					","

								Jeremy Lin							
","
							$12,516,746						","
							$12,805,239						"
"
						105.
					","

								Jordan Clarkson							
","
							$12,500,000						","
							$12,788,107						"
"
						105.
					","

								Nikola Mirotic							
","
							$12,500,000						","
							$12,788,107						"
"
						107.
					","

								Miles Plumlee							
","
							$12,400,000						","
							$12,685,802						"
"
						107.
					","

								Tyreke Evans							
","
							$12,400,000						","
							$12,685,802						"
"
						109.
					","

								Courtney Lee							
","
							$12,253,780						","
							$12,536,212						"
"
						110.
					","

								JJ Redick							
","
							$12,250,000						","
							$12,532,345						"
"
						111.
					","

								Kemba Walker							
","
							$12,000,000						","
							$12,276,583						"
"
						111.
					","

								Kentavious Caldwell-Pope							
","
							$12,000,000						","
							$12,276,583						"
"
						111.
					","

								Avery Bradley							
","
							$12,000,000						","
							$12,276,583						"
"
						114.
					","

								Will Barton							
","
							$11,830,358						","
							$12,103,031						"
"
						115.
					","

								TJ Warren							
","
							$11,750,000						","
							$12,020,821						"
"
						116.
					","

								Zach Randolph							
","
							$11,692,308						","
							$11,961,799						"
"
						117.
					","

								Patrick Mills							
","
							$11,571,429						","
							$11,838,134						"
"
						118.
					","

								Alec Burks							
","
							$11,536,515						","
							$11,802,415						"
"
						119.
					","

								Omer Asik							
","
							$11,286,516						","
							$11,546,654						"
"
						120.
					","

								Marcus Smart							
","
							$11,160,716						","
							$11,417,955						"
"
						121.
					","

								Jusuf Nurkic							
","
							$11,111,111						","
							$11,367,206						"
"
						122.
					","

								Iman Shumpert							
","
							$11,011,234						","
							$11,265,027						"
"
						123.
					","

								Moe Harkless							
","
							$10,837,079						","
							$11,086,858						"
"
						124.
					","

								Tony Snell							
","
							$10,607,143						","
							$10,851,623						"
"
						125.
					","

								Dante Exum							
","
							$10,600,000						","
							$10,844,315						"
"
						126.
					","

								Meyers Leonard							
","
							$10,595,506						","
							$10,839,717						"
"
						127.
					","

								John Henson							
","
							$10,577,466						","
							$10,821,262						"
"
						128.
					","

								Bojan Bogdanovic							
","
							$10,500,000						","
							$10,742,010						"
"
						128.
					","

								Mirza Teletovic							
","
							$10,500,000						","
							$10,742,010						"
"
						128.
					","

								Terrence Ross							
","
							$10,500,000						","
							$10,742,010						"
"
						131.
					","

								Robert Covington							
","
							$10,464,092						","
							$10,705,274						"
"
						132.
					","

								Rudy Gay							
","
							$10,087,200						","
							$10,319,696						"
"
						133.
					","

								Jon Leuer							
","
							$10,002,681						","
							$10,233,229						"
"
						134.
					","

								Darren Collison							
","
							$10,000,000						","
							$10,230,486						"
"
						134.
					","

								Andre Roberson							
","
							$10,000,000						","
							$10,230,486						"
"
						134.
					","

								Danny Green							
","
							$10,000,000						","
							$10,230,486						"
"
						137.
					","

								Dwight Powell							
","
							$9,631,250						","
							$9,853,237						"
"
						138.
					","

								Matthew Dellavedova							
","
							$9,607,500						","
							$9,828,939						"
"
						139.
					","

								Jared Dudley							
","
							$9,530,000						","
							$9,749,653						"
"
						140.
					","

								Boban Marjanovic							
","
							$9,490,740						","
							$9,709,488						"
"
						141.
					","

								Josh Richardson							
","
							$9,367,200						","
							$9,583,101						"
"
						141.
					","

								Norman Powell							
","
							$9,367,200						","
							$9,583,101						"
"
						143.
					","

								Markieff Morris							
","
							$9,173,294						","
							$9,384,725						"
"
						144.
					","

								Rajon Rondo							
","
							$9,000,000						","
							$9,207,437						"
"
						144.
					","

								Bogdan Bogdanovic							
","
							$9,000,000						","
							$9,207,437						"
"
						146.
					","

								E'Twaun Moore							
","
							$8,808,685						","
							$9,011,713						"
"
						147.
					","

								Kosta Koufos							
","
							$8,739,500						","
							$8,940,933						"
"
						148.
					","

								Fred VanVleet							
","
							$8,653,847						","
							$8,853,306						"
"
						149.
					","

								Wayne Ellington							
","
							$8,653,076						","
							$8,852,516						"
"
						150.
					","

								Kyle Anderson							
","
							$8,641,000						","
							$8,840,163						"
"
						150.
					","

								Julius Randle							
","
							$8,641,000						","
							$8,840,163						"
"
						152.
					","

								Jerryd Bayless							
","
							$8,575,916						","
							$8,773,579						"
"
						153.
					","

								Cristiano Felicio							
","
							$8,470,980						","
							$8,666,224						"
"
						154.
					","

								Markelle Fultz							
","
							$8,339,880						","
							$8,532,102						"
"
						155.
					","

								Joe Harris							
","
							$8,333,333						","
							$8,525,404						"
"
						155.
					","

								CJ Miles							
","
							$8,333,333						","
							$8,525,404						"
"
						155.
					","

								Jerami Grant							
","
							$8,333,333						","
							$8,525,404						"
"
						158.
					","

								Shaun Livingston							
","
							$8,307,692						","
							$8,499,172						"
"
						159.
					","

								Deandre Ayton							
","
							$8,175,840						","
							$8,364,281						"
"
						160.
					","

								JaMychal Green							
","
							$8,066,667						","
							$8,252,592						"
"
						161.
					","

								Louis Williams							
","
							$8,000,000						","
							$8,184,389						"
"
						161.
					","

								Garrett Temple							
","
							$8,000,000						","
							$8,184,389						"
"
						163.
					","

								PJ Tucker							
","
							$7,959,537						","
							$8,142,993						"
"
						164.
					","

								Cory Joseph							
","
							$7,945,000						","
							$8,128,121						"
"
						165.
					","

								Karl-Anthony Towns							
","
							$7,839,435						","
							$8,020,123						"
"
						166.
					","

								Kyle Korver							
","
							$7,560,000						","
							$7,734,247						"
"
						167.
					","

								Darrell Arthur							
","
							$7,464,912						","
							$7,636,967						"
"
						168.
					","

								Lonzo Ball							
","
							$7,461,960						","
							$7,633,947						"
"
						169.
					","

								Doug McDermott							
","
							$7,333,334						","
							$7,502,357						"
"
						170.
					","

								Marvin Bagley							
","
							$7,314,960						","
							$7,483,559						"
"
						171.
					","

								Jae Crowder							
","
							$7,305,825						","
							$7,474,214						"
"
						172.
					","

								DJ Augustin							
","
							$7,250,000						","
							$7,417,102						"
"
						173.
					","

								Lance Thomas							
","
							$7,119,650						","
							$7,283,748						"
"
						174.
					","

								D'Angelo Russell							
","
							$7,019,698						","
							$7,181,492						"
"
						175.
					","

								Jeremy Lamb							
","
							$7,000,000						","
							$7,161,340						"
"
						175.
					","

								Langston Galloway							
","
							$7,000,000						","
							$7,161,340						"
"
						175.
					","

								Ersan Ilyasova							
","
							$7,000,000						","
							$7,161,340						"
"
						175.
					","

								Davis Bertans							
","
							$7,000,000						","
							$7,161,340						"
"
						179.
					","

								Al-Farouq Aminu							
","
							$6,957,105						","
							$7,117,456						"
"
						180.
					","

								Jayson Tatum							
","
							$6,700,800						","
							$6,855,244						"
"
						181.
					","

								Luka Doncic							
","
							$6,569,040						","
							$6,720,447						"
"
						182.
					","

								Mario Hezonja							
","
							$6,500,000						","
							$6,649,816						"
"
						182.
					","

								Nemanja Bjelica							
","
							$6,500,000						","
							$6,649,816						"
"
						184.
					","

								Ben Simmons							
","
							$6,434,520						","
							$6,582,826						"
"
						185.
					","

								Dewayne Dedmon							
","
							$6,300,000						","
							$6,445,206						"
"
						185.
					","

								Milos Teodosic							
","
							$6,300,000						","
							$6,445,206						"
"
						187.
					","

								Marco Belinelli							
","
							$6,153,846						","
							$6,295,683						"
"
						188.
					","

								Wesley Johnson							
","
							$6,134,000						","
							$6,275,380						"
"
						189.
					","

								Josh Jackson							
","
							$6,041,520						","
							$6,180,768						"
"
						190.
					","

								Ishmael Smith							
","
							$6,000,000						","
							$6,138,291						"
"
						190.
					","

								Montrezl Harrell							
","
							$6,000,000						","
							$6,138,291						"
"
						190.
					","

								Jonathon Simmons							
","
							$6,000,000						","
							$6,138,291						"
"
						193.
					","

								Jaren Jackson Jr							
","
							$5,922,720						","
							$6,059,230						"
"
						194.
					","

								Brandon Ingram							
","
							$5,757,120						","
							$5,889,813						"
"
						195.
					","

								Anthony Tolliver							
","
							$5,750,000						","
							$5,882,529						"
"
						196.
					","

								Kristaps Porzingis							
","
							$5,697,054						","
							$5,828,363						"
"
						197.
					","

								Deron Williams							
","
							$5,474,787						","
							$5,600,973						"
"
						198.
					","

								De'Aaron Fox							
","
							$5,470,920						","
							$5,597,017						"
"
						199.
					","

								Ben McLemore							
","
							$5,460,000						","
							$5,585,845						"
"
						200.
					","

								Patrick Patterson							
","
							$5,451,600						","
							$5,577,251						"
"
						201.
					","

								Jason Smith							
","
							$5,450,000						","
							$5,575,615						"
"
						202.
					","

								Marcus Morris							
","
							$5,375,000						","
							$5,498,886						"
"
						203.
					","

								Trae Young							
","
							$5,363,280						","
							$5,486,896						"
"
						204.
					","

								DeMarcus Cousins							
","
							$5,337,000						","
							$5,460,010						"
"
						205.
					","

								Josh Smith							
","
							$5,331,729						","
							$5,454,618						"
"
						206.
					","

								Alexis Ajinca							
","
							$5,285,394						","
							$5,407,215						"
"
						207.
					","

								Thabo Sefolosha							
","
							$5,250,000						","
							$5,371,005						"
"
						208.
					","

								Aron Baynes							
","
							$5,193,600						","
							$5,313,305						"
"
						209.
					","

								Jaylen Brown							
","
							$5,169,960						","
							$5,289,120						"
"
						210.
					","

								Patrick Beverley							
","
							$5,027,028						","
							$5,142,894						"
"
						211.
					","

								Tony Parker							
","
							$5,000,000						","
							$5,115,243						"
"
						211.
					","

								Dirk Nowitzki							
","
							$5,000,000						","
							$5,115,243						"
"
						211.
					","

								Mike Muscala							
","
							$5,000,000						","
							$5,115,243						"
"
						214.
					","

								Jonathan Isaac							
","
							$4,969,080						","
							$5,083,610						"
"
						215.
					","

								Mo Bamba							
","
							$4,871,280						","
							$4,983,556						"
"
						216.
					","

								Jamal Crawford							
","
							$4,698,113						","
							$4,806,397						"
"
						217.
					","

								Ron Baker							
","
							$4,697,823						","
							$4,806,100						"
"
						218.
					","

								Willie Cauley-Stein							
","
							$4,696,874						","
							$4,805,130						"
"
						219.
					","

								Dragan Bender							
","
							$4,661,280						","
							$4,768,716						"
"
						220.
					","

								Lauri Markkanen							
","
							$4,536,120						","
							$4,640,671						"
"
						221.
					","

								Justin Holiday							
","
							$4,500,000						","
							$4,603,718						"
"
						222.
					","

								Ed Davis							
","
							$4,449,000						","
							$4,551,543						"
"
						222.
					","

								Kyle O'Quinn							
","
							$4,449,000						","
							$4,551,543						"
"
						222.
					","

								Lance Stephenson							
","
							$4,449,000						","
							$4,551,543						"
"
						225.
					","

								Wendell Carter							
","
							$4,446,840						","
							$4,549,333						"
"
						226.
					","

								Alex Len							
","
							$4,350,000						","
							$4,450,261						"
"
						227.
					","

								Luc Mbah a Moute							
","
							$4,320,500						","
							$4,420,081						"
"
						227.
					","

								Mike Scott							
","
							$4,320,500						","
							$4,420,081						"
"
						229.
					","

								Emmanuel Mudiay							
","
							$4,294,479						","
							$4,393,460						"
"
						230.
					","

								Kris Dunn							
","
							$4,221,000						","
							$4,318,288						"
"
						231.
					","

								Frank Ntilikina							
","
							$4,155,720						","
							$4,251,503						"
"
						232.
					","

								Glenn Robinson III							
","
							$4,075,000						","
							$4,168,923						"
"
						233.
					","

								Collin Sexton							
","
							$4,073,760						","
							$4,167,654						"
"
						234.
					","

								Al Jefferson							
","
							$4,000,000						","
							$4,092,194						"
"
						235.
					","

								Stanley Johnson							
","
							$3,940,401						","
							$4,031,221						"
"
						236.
					","

								Buddy Hield							
","
							$3,833,760						","
							$3,922,122						"
"
						237.
					","

								Dennis Smith							
","
							$3,819,960						","
							$3,908,004						"
"
						238.
					","

								Jodie Meeks							
","
							$3,774,176						","
							$3,861,165						"
"
						239.
					","

								Kevin Knox							
","
							$3,744,840						","
							$3,831,153						"
"
						240.
					","

								Jose Juan Barea							
","
							$3,710,850						","
							$3,796,379						"
"
						241.
					","

								Alex Abrines							
","
							$3,667,645						","
							$3,752,179						"
"
						242.
					","

								Nenê							
","
							$3,651,480						","
							$3,735,641						"
"
						243.
					","

								Zach Collins							
","
							$3,628,920						","
							$3,712,561						"
"
						244.
					","

								Frank Kaminsky							
","
							$3,627,842						","
							$3,711,458						"
"
						245.
					","

								Mikal Bridges							
","
							$3,557,400						","
							$3,639,393						"
"
						246.
					","

								Michael Beasley							
","
							$3,500,000						","
							$3,580,670						"
"
						247.
					","

								Jamal Murray							
","
							$3,499,800						","
							$3,580,465						"
"
						248.
					","

								Rodney Hood							
","
							$3,472,887						","
							$3,552,932						"
"
						249.
					","

								Justise Winslow							
","
							$3,448,926						","
							$3,528,419						"
"
						250.
					","

								Malik Monk							
","
							$3,447,480						","
							$3,526,939						"
"
						251.
					","

								Cameron Payne							
","
							$3,440,356						","
							$3,519,651						"
"
						252.
					","

								Brook Lopez							
","
							$3,382,000						","
							$3,459,950						"
"
						252.
					","

								Allonzo Trier							
","
							$3,382,000						","
							$3,459,950						"
"
						254.
					","

								Shai Gilgeous-Alexander							
","
							$3,375,360						","
							$3,453,157						"
"
						255.
					","

								Trey Lyles							
","
							$3,364,249						","
							$3,441,790						"
"
						256.
					","

								Ekpe Udoh							
","
							$3,360,000						","
							$3,437,443						"
"
						257.
					","

								Devin Booker							
","
							$3,314,365						","
							$3,390,756						"
"
						258.
					","

								Myles Turner							
","
							$3,294,994						","
							$3,370,939						"
"
						259.
					","

								Luke Kennard							
","
							$3,275,280						","
							$3,350,770						"
"
						260.
					","

								Troy Daniels							
","
							$3,258,539						","
							$3,333,643						"
"
						261.
					","

								Kelly Oubre							
","
							$3,208,630						","
							$3,282,584						"
"
						262.
					","

								Miles Bridges							
","
							$3,206,640						","
							$3,280,548						"
"
						263.
					","

								Marquese Chriss							
","
							$3,206,160						","
							$3,280,057						"
"
						264.
					","

								Tomas Satoransky							
","
							$3,129,187						","
							$3,201,310						"
"
						265.
					","

								Bryn Forbes							
","
							$3,125,000						","
							$3,197,026						"
"
						266.
					","

								Donovan Mitchell							
","
							$3,111,480						","
							$3,183,195						"
"
						267.
					","

								Terry Rozier							
","
							$3,050,389						","
							$3,120,696						"
"
						268.
					","

								Jerome Robinson							
","
							$3,050,160						","
							$3,120,461						"
"
						269.
					","

								Elfrid Payton							
","
							$3,000,000						","
							$3,069,145						"
"
						269.
					","

								Yogi Ferrell							
","
							$3,000,000						","
							$3,069,145						"
"
						271.
					","

								Bam Adebayo							
","
							$2,955,840						","
							$3,023,968						"
"
						272.
					","

								Jakob Poeltl							
","
							$2,947,320						","
							$3,015,251						"
"
						273.
					","

								Michael Porter							
","
							$2,894,160						","
							$2,960,866						"
"
						274.
					","

								Andrew Nicholson							
","
							$2,844,429						","
							$2,909,989						"
"
						275.
					","

								Justin Jackson							
","
							$2,807,880						","
							$2,872,597						"
"
						276.
					","

								Thon Maker							
","
							$2,799,720						","
							$2,864,249						"
"
						277.
					","

								Seth Curry							
","
							$2,795,000						","
							$2,859,420						"
"
						278.
					","

								Cedi Osman							
","
							$2,775,000						","
							$2,838,959						"
"
						279.
					","

								Sam Dekker							
","
							$2,760,094						","
							$2,823,710						"
"
						280.
					","

								Troy Brown							
","
							$2,752,680						","
							$2,816,125						"
"
						281.
					","

								Guerschon Yabusele							
","
							$2,667,600						","
							$2,729,084						"
"
						281.
					","

								Justin Patton							
","
							$2,667,600						","
							$2,729,084						"
"
						283.
					","

								Domantas Sabonis							
","
							$2,659,800						","
							$2,721,104						"
"
						284.
					","

								Jerian Grant							
","
							$2,639,313						","
							$2,700,145						"
"
						285.
					","

								Zhaire Smith							
","
							$2,615,160						","
							$2,675,435						"
"
						286.
					","

								Corey Brewer							
","
							$2,559,925						","
							$2,618,927						"
"
						287.
					","

								Delon Wright							
","
							$2,536,898						","
							$2,595,370						"
"
						288.
					","

								DJ Wilson							
","
							$2,534,280						","
							$2,592,691						"
"
						289.
					","

								Taurean Prince							
","
							$2,526,840						","
							$2,585,080						"
"
						289.
					","

								Dario Saric							
","
							$2,526,840						","
							$2,585,080						"
"
						291.
					","

								Justin Anderson							
","
							$2,516,047						","
							$2,574,038						"
"
						292.
					","

								Shelvin Mack							
","
							$2,512,601						","
							$2,570,512						"
"
						293.
					","

								Reggie Bullock							
","
							$2,500,000						","
							$2,557,621						"
"
						293.
					","

								Manu Ginobili							
","
							$2,500,000						","
							$2,557,621						"
"
						295.
					","

								Bobby Portis							
","
							$2,494,346						","
							$2,551,837						"
"
						296.
					","

								Dante Cunningham							
","
							$2,487,000						","
							$2,544,321						"
"
						297.
					","

								Donte DiVincenzo							
","
							$2,484,360						","
							$2,541,621						"
"
						298.
					","

								Rondae Hollis-Jefferson							
","
							$2,470,356						","
							$2,527,294						"
"
						299.
					","

								Tyus Jones							
","
							$2,444,052						","
							$2,500,384						"
"
						300.
					","

								Jarell Martin							
","
							$2,416,221						","
							$2,471,911						"
"
						301.
					","

								Greg Monroe							
","
							$2,410,167						","
							$2,465,716						"
"
						302.
					","

								TJ Leaf							
","
							$2,407,560						","
							$2,463,050						"
"
						303.
					","

								Georgios Papagiannis							
","
							$2,400,480						","
							$2,455,807						"
"
						304.
					","

								Vince Carter							
","
							$2,393,887						","
							$2,449,062						"
"
						304.
					","

								Carmelo Anthony							
","
							$2,393,887						","
							$2,449,062						"
"
						304.
					","

								Channing Frye							
","
							$2,393,887						","
							$2,449,062						"
"
						304.
					","

								Devin Harris							
","
							$2,393,887						","
							$2,449,062						"
"
						304.
					","

								Jose Calderon							
","
							$2,393,887						","
							$2,449,062						"
"
						304.
					","

								Zaza Pachulia							
","
							$2,393,887						","
							$2,449,062						"
"
						304.
					","

								JaVale McGee							
","
							$2,393,887						","
							$2,449,062						"
"
						304.
					","

								Udonis Haslem							
","
							$2,393,887						","
							$2,449,062						"
"
						304.
					","

								Dwyane Wade							
","
							$2,393,887						","
							$2,449,062						"
"
						304.
					","

								Raymond Felton							
","
							$2,393,887						","
							$2,449,062						"
"
						304.
					","

								Amir Johnson							
","
							$2,393,887						","
							$2,449,062						"
"
						304.
					","

								Jeff Green							
","
							$2,393,887						","
							$2,449,062						"
"
						316.
					","

								Lonnie Walker							
","
							$2,360,160						","
							$2,414,558						"
"
						317.
					","

								John Collins							
","
							$2,299,080						","
							$2,352,070						"
"
						318.
					","

								Denzel Valentine							
","
							$2,280,600						","
							$2,333,164						"
"
						319.
					","

								Larry Nance Jr							
","
							$2,272,390						","
							$2,324,765						"
"
						320.
					","

								Kevin Huerter							
","
							$2,250,960						","
							$2,302,841						"
"
						321.
					","

								Monta Ellis							
","
							$2,245,400						","
							$2,297,153						"
"
						322.
					","

								Harry Giles							
","
							$2,207,040						","
							$2,257,909						"
"
						323.
					","

								Darius Miller							
","
							$2,205,000						","
							$2,255,822						"
"
						324.
					","

								Henry Ellenson							
","
							$2,199,311						","
							$2,250,001						"
"
						325.
					","

								Omri Casspi							
","
							$2,176,260						","
							$2,226,419						"
"
						325.
					","

								Derrick Rose							
","
							$2,176,260						","
							$2,226,419						"
"
						327.
					","

								Juan Hernangomez							
","
							$2,166,360						","
							$2,216,291						"
"
						328.
					","

								Jonas Jerebko							
","
							$2,165,481						","
							$2,215,392						"
"
						328.
					","

								Quincy Pondexter							
","
							$2,165,481						","
							$2,215,392						"
"
						330.
					","

								Josh Okogie							
","
							$2,163,600						","
							$2,213,468						"
"
						331.
					","

								Nik Stauskas							
","
							$2,161,886						","
							$2,211,714						"
"
						332.
					","

								Terrance Ferguson							
","
							$2,118,840						","
							$2,167,676						"
"
						333.
					","

								Raul Neto							
","
							$2,100,000						","
							$2,148,402						"
"
						334.
					","

								Salah Mejri							
","
							$2,098,196						","
							$2,146,556						"
