Player,2013-2014
,Player,"
							2013/14						","
							2013/14(*)						"
"
						39.
					","

								Nenê							
","
							$13,000,000						","
							$14,352,477						"
"
						40.
					","

								Andre Iguodala							
","
							$12,868,632						","
							$14,207,442						"
"
						41.
					","

								Tony Parker							
","
							$12,500,000						","
							$13,800,459						"
"
						42.
					","

								Serge Ibaka							
","
							$12,250,000						","
							$13,524,450						"
"
						43.
					","

								Nikola Pekovic							
","
							$12,100,000						","
							$13,358,844						"
"
						44.
					","

								Al Horford							
","
							$12,000,000						","
							$13,248,441						"
"
						44.
					","

								Rajon Rondo							
","
							$12,000,000						","
							$13,248,441						"
"
						44.
					","

								Kris Humphries							
","
							$12,000,000						","
							$13,248,441						"
"
						44.
					","

								David West							
","
							$12,000,000						","
							$13,248,441						"
"
						48.
					","

								Tyreke Evans							
","
							$11,796,247						","
							$13,023,490						"
"
						49.
					","

								Joakim Noah							
","
							$11,600,000						","
							$12,806,826						"
"
						50.
					","

								Kevin Garnett							
","
							$11,532,468						","
							$12,732,268						"
"
						51.
					","

								Richard Jefferson							
","
							$11,046,000						","
							$12,195,190						"
"
						52.
					","

								Jrue Holiday							
","
							$11,000,000						","
							$12,144,404						"
"
						52.
					","

								Andrea Bargnani							
","
							$11,000,000						","
							$12,144,404						"
"
						54.
					","

								DeAndre Jordan							
","
							$10,986,550						","
							$12,129,555						"
"
						55.
					","

								Nicolas Batum							
","
							$10,920,250						","
							$12,056,357						"
"
						56.
					","

								Ty Lawson							
","
							$10,786,517						","
							$11,908,711						"
"
						57.
					","

								JaVale McGee							
","
							$10,750,000						","
							$11,868,395						"
"
						58.
					","

								Tim Duncan							
","
							$10,361,446						","
							$11,439,417						"
"
						59.
					","

								Danilo Gallinari							
","
							$10,146,925						","
							$11,202,578						"
"
						60.
					","

								Gerald Wallace							
","
							$10,105,855						","
							$11,157,235						"
"
						61.
					","

								Tiago Splitter							
","
							$10,000,000						","
							$11,040,367						"
"
						62.
					","

								Stephen Curry							
","
							$9,887,642						","
							$10,916,320						"
"
						63.
					","

								Paul Millsap							
","
							$9,500,000						","
							$10,488,349						"
"
						63.
					","

								DeMar DeRozan							
","
							$9,500,000						","
							$10,488,349						"
"
						65.
					","

								Metta World Peace							
","
							$9,317,280						","
							$10,286,619						"
"
						66.
					","

								Shawn Marion							
","
							$9,316,796						","
							$10,286,085						"
"
						67.
					","

								Steve Nash							
","
							$9,300,500						","
							$10,268,093						"
"
						68.
					","

								Andray Blatche							
","
							$9,170,525						","
							$10,124,596						"
"
						69.
					","

								Anderson Varejao							
","
							$9,100,000						","
							$10,046,734						"
"
						70.
					","

								Andris Biedrins							
","
							$9,000,000						","
							$9,936,330						"
"
						71.
					","

								Jeff Green							
","
							$8,700,000						","
							$9,605,119						"
"
						72.
					","

								Tyrus Thomas							
","
							$8,694,215						","
							$9,598,732						"
"
						73.
					","

								Jameer Nelson							
","
							$8,600,000						","
							$9,494,716						"
"
						73.
					","

								Thaddeus Young							
","
							$8,600,000						","
							$9,494,716						"
"
						75.
					","

								Charlie Villanueva							
","
							$8,580,000						","
							$9,472,635						"
"
						76.
					","

								Al Harrington							
","
							$8,548,107						","
							$9,437,424						"
"
						77.
					","

								Rodney Stuckey							
","
							$8,500,000						","
							$9,384,312						"
"
						78.
					","

								Kendrick Perkins							
","
							$8,477,437						","
							$9,359,402						"
"
						79.
					","

								Caron Butler							
","
							$8,386,992						","
							$9,259,547						"
"
						80.
					","

								Monta Ellis							
","
							$8,360,000						","
							$9,229,747						"
"
						81.
					","

								Ryan Anderson							
","
							$8,308,500						","
							$9,172,889						"
"
						82.
					","

								Marcus Thornton							
","
							$8,165,000						","
							$9,014,460						"
"
						83.
					","

								Jeff Teague							
","
							$8,000,000						","
							$8,832,294						"
"
						83.
					","

								George Hill							
","
							$8,000,000						","
							$8,832,294						"
"
						83.
					","

								OJ Mayo							
","
							$8,000,000						","
							$8,832,294						"
"
						86.
					","

								Mike Conley							
","
							$7,900,000						","
							$8,721,890						"
"
						86.
					","

								Ersan Ilyasova							
","
							$7,900,000						","
							$8,721,890						"
"
						88.
					","

								Trevor Ariza							
","
							$7,727,280						","
							$8,531,201						"
"
						88.
					","

								Marcin Gortat							
","
							$7,727,280						","
							$8,531,201						"
"
						90.
					","

								Brandon Jennings							
","
							$7,655,503						","
							$8,451,956						"
"
						91.
					","

								Mike Miller							
","
							$7,599,507						","
							$8,390,134						"
"
						92.
					","

								John Salmons							
","
							$7,580,000						","
							$8,368,598						"
"
						93.
					","

								Arron Afflalo							
","
							$7,562,500						","
							$8,349,278						"
"
						94.
					","

								Taj Gibson							
","
							$7,550,000						","
							$8,335,477						"
"
						95.
					","

								Goran Dragic							
","
							$7,500,000						","
							$8,280,275						"
"
						95.
					","

								Marvin Williams							
","
							$7,500,000						","
							$8,280,275						"
"
						97.
					","

								John Wall							
","
							$7,459,924						","
							$8,236,030						"
"
						98.
					","

								Josh Childress							
","
							$7,405,833						","
							$8,176,311						"
"
						99.
					","

								Tayshaun Prince							
","
							$7,235,955						","
							$7,988,760						"
"
						100.
					","

								Drew Gooden							
","
							$7,091,619						","
							$7,829,407						"
"
						101.
					","

								Brendan Haywood							
","
							$7,073,500						","
							$7,809,404						"
"
						102.
					","

								Michael Beasley							
","
							$7,027,424						","
							$7,758,533						"
"
						103.
					","

								Andrew Bynum							
","
							$7,000,000						","
							$7,728,256						"
"
						103.
					","

								Manu Ginobili							
","
							$7,000,000						","
							$7,728,257						"
"
						105.
					","

								Wesley Matthews							
","
							$6,875,480						","
							$7,590,782						"
"
						106.
					","

								Jose Calderon							
","
							$6,791,570						","
							$7,498,142						"
"
						107.
					","

								Kyle Korver							
","
							$6,760,563						","
							$7,463,910						"
"
						108.
					","

								Brandon Bass							
","
							$6,750,000						","
							$7,452,248						"
"
						108.
					","

								Glen Davis							
","
							$6,750,000						","
							$7,452,247						"
"
						108.
					","

								Carl Landry							
","
							$6,750,000						","
							$7,452,248						"
"
						111.
					","

								Evan Turner							
","
							$6,679,866						","
							$7,374,817						"
"
						112.
					","

								Hidayet Turkoglu							
","
							$6,650,359						","
							$7,342,240						"
"
						113.
					","

								Spencer Hawes							
","
							$6,500,000						","
							$7,176,238						"
"
						113.
					","

								JJ Redick							
","
							$6,500,000						","
							$7,176,238						"
"
						113.
					","

								Kevin Martin							
","
							$6,500,000						","
							$7,176,238						"
"
						113.
					","

								Amir Johnson							
","
							$6,500,000						","
							$7,176,238						"
"
						117.
					","

								Channing Frye							
","
							$6,400,000						","
							$7,065,835						"
"
						118.
					","

								Wilson Chandler							
","
							$6,344,164						","
							$7,004,190						"
"
						119.
					","

								Jarrett Jack							
","
							$6,300,000						","
							$6,955,431						"
"
						120.
					","

								Chris Andersen							
","
							$6,217,507						","
							$6,864,356						"
"
						121.
					","

								Kyle Lowry							
","
							$6,210,000						","
							$6,856,068						"
"
						122.
					","

								Jason Richardson							
","
							$6,204,250						","
							$6,849,720						"
"
						123.
					","

								Derrick Favors							
","
							$6,008,106						","
							$6,633,169						"
"
						124.
					","

								Gerald Henderson							
","
							$6,000,000						","
							$6,624,220						"
"
						125.
					","

								Kyrie Irving							
","
							$5,915,880						","
							$6,531,348						"
"
						126.
					","

								Chuck Hayes							
","
							$5,722,500						","
							$6,317,850						"
"
						127.
					","

								Jason Thompson							
","
							$5,643,750						","
							$6,230,907						"
"
						128.
					","

								JR Smith							
","
							$5,565,000						","
							$6,143,964						"
"
						129.
					","

								Anthony Davis							
","
							$5,375,760						","
							$5,935,036						"
"
						130.
					","

								Anthony Bennett							
","
							$5,324,280						","
							$5,878,200						"
"
						131.
					","

								Derrick Williams							
","
							$5,293,080						","
							$5,843,754						"
"
						132.
					","

								Louis Williams							
","
							$5,225,000						","
							$5,768,592						"
"
						132.
					","

								Jeremy Lin							
","
							$5,225,000						","
							$5,768,592						"
"
						132.
					","

								Omer Asik							
","
							$5,225,000						","
							$5,768,592						"
"
						132.
					","

								Jamal Crawford							
","
							$5,225,000						","
							$5,768,592						"
"
						132.
					","

								Courtney Lee							
","
							$5,225,000						","
							$5,768,592						"
"
						132.
					","

								Jason Terry							
","
							$5,225,000						","
							$5,768,592						"
"
						132.
					","

								Landry Fields							
","
							$5,225,000						","
							$5,768,592						"
"
						139.
					","

								Zaza Pachulia							
","
							$5,200,000						","
							$5,740,991						"
"
						140.
					","

								JJ Hickson							
","
							$5,150,000						","
							$5,685,789						"
"
						140.
					","

								Martell Webster							
","
							$5,150,000						","
							$5,685,789						"
"
						142.
					","

								Robin Lopez							
","
							$5,119,761						","
							$5,652,404						"
"
						143.
					","

								Keith Bogans							
","
							$5,058,198						","
							$5,584,436						"
"
						144.
					","

								Brandan Wright							
","
							$5,000,000						","
							$5,520,183						"
"
						144.
					","

								Tony Allen							
","
							$5,000,000						","
							$5,520,183						"
"
						144.
					","

								Ramon Sessions							
","
							$5,000,000						","
							$5,520,183						"
"
						144.
					","

								Chase Budinger							
","
							$5,000,000						","
							$5,520,183						"
"
						144.
					","

								Andre Miller							
","
							$5,000,000						","
							$5,520,183						"
"
						149.
					","

								DeMarcus Cousins							
","
							$4,916,973						","
							$5,428,518						"
"
						150.
					","

								Michael Kidd-Gilchrist							
","
							$4,809,840						","
							$5,310,240						"
"
						151.
					","

								Victor Oladipo							
","
							$4,763,760						","
							$5,259,366						"
"
						152.
					","

								Enes Kanter							
","
							$4,753,320						","
							$5,247,840						"
"
						153.
					","

								Boris Diaw							
","
							$4,702,500						","
							$5,191,732						"
"
						154.
					","

								Jose Juan Barea							
","
							$4,687,000						","
							$5,174,620						"
"
						155.
					","

								Linas Kleiza							
","
							$4,600,000						","
							$5,078,569						"
"
						156.
					","

								Luc Mbah a Moute							
","
							$4,588,384						","
							$5,065,744						"
"
						157.
					","

								Jonas Jerebko							
","
							$4,500,000						","
							$4,968,165						"
"
						157.
					","

								Luis Scola							
","
							$4,500,000						","
							$4,968,165						"
"
						157.
					","

								Corey Brewer							
","
							$4,500,000						","
							$4,968,165						"
"
						160.
					","

								Ekpe Udoh							
","
							$4,469,547						","
							$4,934,544						"
"
						161.
					","

								Timofey Mozgov							
","
							$4,400,000						","
							$4,857,761						"
"
						162.
					","

								Earl Clark							
","
							$4,361,518						","
							$4,815,275						"
"
						163.
					","

								Udonis Haslem							
","
							$4,340,000						","
							$4,791,519						"
"
						164.
					","

								Luke Ridnour							
","
							$4,320,000						","
							$4,769,438						"
"
						165.
					","

								Bradley Beal							
","
							$4,319,280						","
							$4,768,643						"
"
						166.
					","

								Tristan Thompson							
","
							$4,285,560						","
							$4,731,415						"
"
						167.
					","

								Otto Porter							
","
							$4,278,000						","
							$4,723,069						"
"
						168.
					","

								Jared Dudley							
","
							$4,250,000						","
							$4,692,156						"
"
						169.
					","

								Quentin Richardson							
","
							$4,208,107						","
							$4,645,904						"
"
						170.
					","

								Raymond Felton							
","
							$4,180,000						","
							$4,614,873						"
"
						171.
					","

								Greg Monroe							
","
							$4,086,453						","
							$4,511,594						"
"
						172.
					","

								Kirk Hinrich							
","
							$4,059,000						","
							$4,481,285						"
"
						173.
					","

								Ricky Rubio							
","
							$4,002,120						","
							$4,418,487						"
"
						174.
					","

								Elton Brand							
","
							$4,000,000						","
							$4,416,147						"
"
						174.
					","

								Steve Blake							
","
							$4,000,000						","
							$4,416,147						"
"
						174.
					","

								Ian Mahinmi							
","
							$4,000,000						","
							$4,416,147						"
"
						174.
					","

								Mario Chalmers							
","
							$4,000,000						","
							$4,416,147						"
"
						174.
					","

								Brandon Rush							
","
							$4,000,000						","
							$4,416,147						"
"
						179.
					","

								Matt Bonner							
","
							$3,945,000						","
							$4,355,425						"
"
						180.
					","

								Thabo Sefolosha							
","
							$3,900,000						","
							$4,305,743						"
"
						181.
					","

								Dion Waiters							
","
							$3,894,240						","
							$4,299,384						"
"
						182.
					","

								Cody Zeller							
","
							$3,857,040						","
							$4,258,313						"
"
						183.
					","

								Joel Anthony							
","
							$3,800,000						","
							$4,195,339						"
"
						184.
					","

								Danny Green							
","
							$3,762,500						","
							$4,153,938						"
"
						185.
					","

								Steve Novak							
","
							$3,750,001						","
							$4,140,138						"
"
						186.
					","

								Samuel Dalembert							
","
							$3,700,748						","
							$4,085,761						"
"
						187.
					","

								Al-Farouq Aminu							
","
							$3,700,000						","
							$4,084,936						"
"
						188.
					","

								Thomas Robinson							
","
							$3,526,440						","
							$3,893,319						"
"
						188.
					","

								Jonas Valanciunas							
","
							$3,526,440						","
							$3,893,319						"
"
						190.
					","

								Jan Vesely							
","
							$3,524,880						","
							$3,891,597						"
"
						191.
					","

								Marreese Speights							
","
							$3,500,000						","
							$3,864,128						"
"
						191.
					","

								Jordan Hill							
","
							$3,500,000						","
							$3,864,128						"
"
						191.
					","

								Gerald Green							
","
							$3,500,000						","
							$3,864,128						"
"
						194.
					","

								Alex Len							
","
							$3,492,720						","
							$3,856,091						"
"
						195.
					","

								Gordon Hayward							
","
							$3,452,183						","
							$3,811,336						"
"
						196.
					","

								Marcus Camby							
","
							$3,383,773						","
							$3,735,809						"
"
						197.
					","

								Paul George							
","
							$3,282,003						","
							$3,623,451						"
"
						198.
					","

								Shane Battier							
","
							$3,270,000						","
							$3,610,200						"
"
						199.
					","

								Gary Neal							
","
							$3,250,000						","
							$3,588,119						"
"
						199.
					","

								Alonzo Gee							
","
							$3,250,000						","
							$3,588,119						"
"
						199.
					","

								Matt Barnes							
","
							$3,250,000						","
							$3,588,119						"
"
						199.
					","

								Carlos Delfino							
","
							$3,250,000						","
							$3,588,119						"
"
						203.
					","

								Klay Thompson							
","
							$3,245,151						","
							$3,582,766						"
"
						204.
					","

								Darrell Arthur							
","
							$3,231,683						","
							$3,567,896						"
"
						205.
					","

								Mirza Teletovic							
","
							$3,229,050						","
							$3,564,989						"
"
						205.
					","

								Ray Allen							
","
							$3,229,050						","
							$3,564,989						"
"
						207.
					","

								Bismack Biyombo							
","
							$3,217,680						","
							$3,552,437						"
"
						208.
					","

								Damian Lillard							
","
							$3,202,920						","
							$3,536,141						"
"
						209.
					","

								Andrei Kirilenko							
","
							$3,183,000						","
							$3,514,149						"
"
						209.
					","

								Chris Kaman							
","
							$3,183,000						","
							$3,514,149						"
"
						209.
					","

								Tyler Hansbrough							
","
							$3,183,000						","
							$3,514,149						"
"
						212.
					","

								Vince Carter							
","
							$3,180,000						","
							$3,510,836						"
"
						213.
					","

								Nerlens Noel							
","
							$3,172,320						","
							$3,502,357						"
"
						214.
					","

								Ed Davis							
","
							$3,153,860						","
							$3,481,977						"
"
						215.
					","

								Jerryd Bayless							
","
							$3,135,000						","
							$3,461,155						"
"
						216.
					","

								Lavoy Allen							
","
							$3,120,000						","
							$3,444,594						"
"
						217.
					","

								Patrick Patterson							
","
							$3,105,301						","
							$3,428,366						"
"
						218.
					","

								Alexey Shved							
","
							$3,066,667						","
							$3,385,713						"
"
						219.
					","

								Larry Sanders							
","
							$3,053,368						","
							$3,371,030						"
"
						220.
					","

								Mike Dunleavy							
","
							$3,000,000						","
							$3,312,110						"
"
						220.
					","

								Randy Foye							
","
							$3,000,000						","
							$3,312,110						"
"
						220.
					","

								Chris Copeland							
","
							$3,000,000						","
							$3,312,110						"
"
						220.
					","

								Kosta Koufos							
","
							$3,000,000						","
							$3,312,110						"
"
						220.
					","

								Kwame Brown							
","
							$3,000,000						","
							$3,312,110						"
"
						220.
					","

								Joel Freeland							
","
							$3,000,000						","
							$3,312,110						"
"
						220.
					","

								Dorell Wright							
","
							$3,000,000						","
							$3,312,110						"
"
						227.
					","

								Brandon Knight							
","
							$2,947,800						","
							$3,254,479						"
"
						228.
					","

								Harrison Barnes							
","
							$2,923,920						","
							$3,228,115						"
"
						229.
					","

								Ben McLemore							
","
							$2,895,960						","
							$3,197,246						"
"
						230.
					","

								Jimmer Fredette							
","
							$2,813,399						","
							$3,106,095						"
"
						231.
					","

								Will Bynum							
","
							$2,790,343						","
							$3,080,641						"
"
						232.
					","

								Kevin Seraphin							
","
							$2,761,113						","
							$3,048,370						"
"
						233.
					","

								Marco Belinelli							
","
							$2,750,000						","
							$3,036,101						"
"
						234.
					","

								Kemba Walker							
","
							$2,709,720						","
							$2,991,630						"
"
						235.
					","

								Terrence Ross							
","
							$2,678,640						","
							$2,957,317						"
"
						236.
					","

								Greg Stiemsma							
","
							$2,676,000						","
							$2,954,402						"
"
						237.
					","

								Kentavious Caldwell-Pope							
","
							$2,653,080						","
							$2,929,097						"
"
						238.
					","

								Josh McRoberts							
","
							$2,652,000						","
							$2,927,905						"
"
						238.
					","

								Maurice Williams							
","
							$2,652,000						","
							$2,927,905						"
"
						240.
					","

								Eric Bledsoe							
","
							$2,626,473						","
							$2,899,722						"
"
						241.
					","

								Aaron Gray							
","
							$2,612,500						","
							$2,884,296						"
"
						242.
					","

								Nick Collison							
","
							$2,585,668						","
							$2,854,672						"
"
						243.
					","

								Avery Bradley							
","
							$2,511,432						","
							$2,772,713						"
"
						244.
					","

								DeMarre Carroll							
","
							$2,500,000						","
							$2,760,091						"
"
						244.
					","

								Wayne Ellington							
","
							$2,500,000						","
							$2,760,091						"
"
						244.
					","

								Chauncey Billups							
","
							$2,500,000						","
							$2,760,091						"
"
						244.
					","

								Jason Smith							
","
							$2,500,000						","
							$2,760,091						"
"
						244.
					","

								Jason Maxiell							
","
							$2,500,000						","
							$2,760,091						"
"
						249.
					","

								Andre Drummond							
","
							$2,462,400						","
							$2,718,580						"
"
						250.
					","

								Trey Burke							
","
							$2,438,760						","
							$2,692,480						"
"
						251.
					","

								Trevor Booker							
","
							$2,350,820						","
							$2,595,391						"
"
						252.
					","

								Austin Rivers							
","
							$2,339,040						","
							$2,582,386						"
"
						253.
					","

								Alec Burks							
","
							$2,323,200						","
							$2,564,898						"
"
						254.
					","

								CJ McCollum							
","
							$2,316,720						","
							$2,557,744						"
"
						255.
					","

								Quincy Pondexter							
","
							$2,225,478						","
							$2,457,009						"
"
						256.
					","

								CJ Miles							
","
							$2,225,000						","
							$2,456,481						"
"
						257.
					","

								Meyers Leonard							
","
							$2,222,160						","
							$2,453,346						"
"
						258.
					","

								Markieff Morris							
","
							$2,207,040						","
							$2,436,653						"
"
						259.
					","

								Michael Carter-Williams							
","
							$2,200,920						","
							$2,429,896						"
"
						260.
					","

								Dante Cunningham							
","
							$2,180,000						","
							$2,406,800						"
"
						261.
					","

								Jordan Crawford							
","
							$2,162,418						","
							$2,387,388						"
"
						262.
					","

								Greivis Vasquez							
","
							$2,150,188						","
							$2,373,886						"
"
						263.
					","

								Jeremy Lamb							
","
							$2,111,160						","
							$2,330,798						"
"
						264.
					","

								Marcus Morris							
","
							$2,096,760						","
							$2,314,900						"
"
						265.
					","

								Steven Adams							
","
							$2,090,880						","
							$2,308,408						"
"
						266.
					","

								Nate Robinson							
","
							$2,016,000						","
							$2,225,738						"
"
						266.
					","

								CJ Watson							
","
							$2,016,000						","
							$2,225,738						"
"
						266.
					","

								Eric Maynor							
","
							$2,016,000						","
							$2,225,738						"
"
						269.
					","

								Vitor Faverani							
","
							$2,000,000						","
							$2,208,073						"
"
						269.
					","

								Jermaine O'Neal							
","
							$2,000,000						","
							$2,208,073						"
"
						271.
					","

								Kawhi Leonard							
","
							$1,991,760						","
							$2,198,976						"
"
						272.
					","

								Kelly Olynyk							
","
							$1,986,360						","
							$2,193,014						"
"
						273.
					","

								John Henson							
","
							$1,905,360						","
							$2,103,587						"
"
						274.
					","

								Darren Collison							
","
							$1,900,000						","
							$2,097,669						"
"
						275.
					","

								Nikola Vucevic							
","
							$1,892,280						","
							$2,089,146						"
"
						276.
					","

								Shabazz Muhammad							
","
							$1,887,120						","
							$2,083,449						"
"
						277.
					","

								Moe Harkless							
","
							$1,809,840						","
							$1,998,129						"
"
						278.
					","

								Iman Shumpert							
","
							$1,797,600						","
							$1,984,616						"
"
						279.
					","

								Giannis Antetokounmpo							
","
							$1,792,560						","
							$1,979,052						"
"
						280.
					","

								Royce White							
","
							$1,777,148						","
							$1,962,036						"
"
						281.
					","

								Anthony Randolph							
","
							$1,750,000						","
							$1,932,064						"
"
						281.
					","

								Gigi Datome							
","
							$1,750,000						","
							$1,932,064						"
"
						281.
					","

								Jeff Ayres							
","
							$1,750,000						","
							$1,932,064						"
"
						284.
					","

								Chris Singleton							
","
							$1,707,720						","
							$1,885,385						"
"
						285.
					","

								Reggie Evans							
","
							$1,695,636						","
							$1,872,044						"
"
						286.
					","

								Jeremy Evans							
","
							$1,660,000						","
							$1,832,701						"
"
						287.
					","

								Tyler Zeller							
","
							$1,633,440						","
							$1,803,377						"
"
						288.
					","

								Tobias Harris							
","
							$1,630,800						","
							$1,800,463						"
"
						289.
					","

								Dennis Schroeder							
","
							$1,617,840						","
							$1,786,154						"
"
						290.
					","

								Toney Douglas							
","
							$1,600,000						","
							$1,766,458						"
"
						290.
					","

								Ronny Turiaf							
","
							$1,600,000						","
							$1,766,458						"
"
						290.
					","

								John Lucas							
","
							$1,600,000						","
							$1,766,458						"
"
						293.
					","

								Pablo Prigioni							
","
							$1,591,350						","
							$1,756,908						"
"
						294.
					","

								Terrence Jones							
","
							$1,551,840						","
							$1,713,288						"
"
						295.
					","

								Jodie Meeks							
","
							$1,550,000						","
							$1,711,256						"
"
						296.
					","

								Shane Larkin							
","
							$1,536,960						","
							$1,696,860						"
"
						297.
					","

								Gustavo Ayon							
","
							$1,500,000						","
							$1,656,055						"
"
						297.
					","

								Chris Duhon							
","
							$1,500,000						","
							$1,656,055						"
"
						297.
					","

								James Jones							
","
							$1,500,000						","
							$1,656,055						"
"
						297.
					","

								Vyacheslav Kravtsov							
","
							$1,500,000						","
							$1,656,055						"
"
						301.
					","

								Andrew Nicholson							
","
							$1,482,000						","
							$1,636,182						"
"
						302.
					","

								Sergey Karasev							
","
							$1,467,840						","
							$1,620,549						"
"
						303.
					","

								Nando De Colo							
","
							$1,463,000						","
							$1,615,205						"
"
						304.
					","

								Kenneth Faried							
","
							$1,442,880						","
							$1,592,992						"
"
						305.
					","

								Evan Fournier							
","
							$1,422,720						","
							$1,570,735						"
"
						305.
					","

								Donatas Motiejunas							
","
							$1,422,720						","
							$1,570,735						"
"
						307.
					","

								Tony Snell							
","
							$1,409,040						","
							$1,555,631						"
"
						308.
					","

								Antawn Jamison							
","
							$1,399,507						","
							$1,545,107						"
"
						308.
					","

								Jannero Pargo							
","
							$1,399,507						","
							$1,545,107						"
"
						308.
					","

								Nazr Mohammed							
","
							$1,399,507						","
							$1,545,107						"
"
						308.
					","

								Rasual Butler							
","
							$1,399,507						","
							$1,545,107						"
"
						308.
					","

								Willie Green							
","
							$1,399,507						","
							$1,545,107						"
"
						308.
					","

								Rashard Lewis							
","
							$1,399,507						","
							$1,545,107						"
"
						308.
					","

								Kenyon Martin							
","
							$1,399,507						","
							$1,545,107						"
"
						308.
					","

								Derek Fisher							
","
							$1,399,507						","
							$1,545,107						"
"
						308.
					","

								Earl Watson							
","
							$1,399,507						","
							$1,545,107						"
"
						317.
					","

								Jared Sullinger							
","
							$1,365,720						","
							$1,507,805						"
"
						318.
					","

								Gorgui Dieng							
","
							$1,352,640						","
							$1,493,364						"
"
						319.
					","

								Scotty Hopson							
","
							$1,350,000						","
							$1,490,449						"
"
						320.
					","

								Reggie Jackson							
","
							$1,329,720						","
							$1,468,059						"
"
						321.
					","

								Fab Melo							
","
							$1,311,240						","
							$1,447,657						"
"
						321.
					","

								Victor Claver							
","
							$1,311,240						","
							$1,447,657						"
"
						323.
					","

								Jared Cunningham							
","
							$1,301,208						","
							$1,436,581						"
"
						324.
					","

								Mason Plumlee							
","
							$1,298,640						","
							$1,433,746						"
"
						325.
					","

								MarShon Brooks							
","
							$1,276,560						","
							$1,409,369						"
"
						326.
					","

								Devin Harris							
","
							$1,272,279						","
							$1,404,642						"
"
						326.
					","

								Beno Udrih							
","
							$1,272,279						","
							$1,404,642						"
"
						326.
					","

								Roger Mason							
","
							$1,272,279						","
							$1,404,642						"
"
						329.
					","

								Shaun Livingston							
","
							$1,265,977						","
							$1,397,685						"
"
						329.
					","

								Francisco Garcia							
","
							$1,265,977						","
							$1,397,685						"
"
						329.
					","

								Ronnie Price							
","
							$1,265,977						","
							$1,397,685						"
"
						332.
					","

								John Jenkins							
","
							$1,258,800						","
							$1,389,761						"
"
						333.
					","

								Ronnie Brewer							
","
							$1,256,250						","
							$1,386,945						"
"
						334.
					","

								Solomon Hill							
","
							$1,246,680						","
							$1,376,380						"
"
						335.
					","

								Jordan Hamilton							
","
							$1,234,320						","
							$1,362,734						"
"
						336.
					","

								Pero Antic							
","
							$1,200,000						","
							$1,324,844						"
